,SIM,display_size,screen_to_body_ratio,OS
2742,Dual,['1.8'],['21.1'],
2743,Single,['1.8'],['21.1'],
2744,Dual,['4.0'],['59.1'],Windows
2745,Single,['4.0'],['59.1'],Windows
2746,Dual,['4.3'],['63.3'],Android
2747,Single,['2.8'],['35.3'],
2748,Dual,['2.8'],['35.3'],
2749,Single,['5.0'],['70.9'],Windows
2750,Single,['4.5'],['62.9'],Windows
2751,Dual,['4.5'],['62.9'],Windows
2752,Single,['4.5'],['62.9'],Windows
2753,Dual,['5.0'],['64.8'],Android
2754,Dual,['4.0'],['62.6'],Android
2755,Dual,['4.0'],['62.6'],Android
2756,Dual,['2.8'],['41.6'],Other
2757,Dual,['2.4'],['30.5'],
2758,Single,['5.0'],['70.9'],Windows
2759,Single,['4.0'],['59.3'],Windows
2760,Single,['6.0'],['71.4'],Windows
2761,Single,['6.0'],['70.4'],Windows
2762,Single,['10.1'],['62.7'],Windows
2763,Dual,['3.0'],['44.8'],Other
2764,Single,['3.0'],['44.8'],Other
2765,Dual,['3.0'],['47.0'],Other
2766,Dual,['2.8'],['41.7'],Other
2767,Single,['2.8'],['41.7'],Other
2768,Dual,['1.8'],['19.7'],
2769,Dual,['2.4'],['32.6'],
2770,Dual,['1.8'],['19.0'],
2771,Single,['1.8'],['19.0'],
2772,Single,['4.7'],['65.2'],Windows
2773,Single,['4.5'],['61.9'],Windows
2774,Dual,['2.4'],['30.7'],
2775,Single,['2.4'],['30.7'],
2776,Single,['4.5'],['63.3'],Windows
2777,Single,['4.5'],['62.9'],Windows
2778,Dual,['3.0'],['48.4'],Other
2779,Dual,['2.4'],['26.7'],
2780,Single,['4.3'],['61.0'],Windows
2781,Single,['4.0'],['59.3'],Windows
2782,Dual,['2.4'],['31.3'],
2783,Single,['1.45'],['14.1'],
2784,Dual,['3.0'],['43.2'],
2785,Single,['3.7'],['53.9'],Windows
2786,Single,['3.8'],['58.3'],Windows
2787,Dual,['1.8'],['20.2'],
2788,Dual,['2.4'],['31.1'],
2789,Dual,['2.4'],['25.9'],
2790,Single,['1.8'],['20.2'],
2791,Single,['4.3'],['60.2'],Windows
2792,Single,['4.0'],['58.1'],Windows
2793,Single,['4.3'],['60.2'],Windows
2794,Single,['3.0'],['43.2'],
2795,Dual,['3.0'],['43.2'],
2796,Single,['4.5'],['62.5'],Windows
2797,Single,['4.3'],['62.1'],Windows
2798,Single,['3.0'],['46.5'],
2799,Single,['3.0'],['43.2'],
2800,Dual,['3.0'],['43.2'],
2801,Single,['1.8'],['20.2'],
2802,Dual,['1.8'],['19.7'],
2803,Single,['1.8'],['20.2'],
2804,Dual,['1.8'],['20.2'],
2805,Single,['3.7'],['52.8'],Windows
2806,Single,['1.36'],['11.6'],
2807,Single,['4.0'],['59.1'],Other
2808,Single,['3.7'],['54.7'],Windows
2809,Single,['3.7'],['52.8'],Windows
2810,Single,['2.4'],['26.3'],
2811,Single,['2.4'],['31.2'],
2812,Dual,['2.4'],['31.2'],
2813,Single,['4.3'],['60.1'],Windows
2814,Single,['4.3'],['60.1'],Windows
2815,Single,['4.0'],['54.2'],Symbian
2816,Dual,['2.2'],['26.5'],
2817,Single,['3.7'],['54.7'],Windows
2818,Single,['3.7'],['52.5'],Windows
2819,Single,['3.7'],['52.5'],Windows
2820,Single,['2.6'],['32.3'],
2821,Single,['2.4'],['31.9'],
2822,Single,['2.4'],['25.3'],
2823,Dual,['2.4'],['25.3'],
2824,Single,['3.5'],['52.1'],Symbian
2825,Single,['2.0'],['26.1'],
2826,Single,['2.2'],['26.5'],
2827,Single,['3.2'],['52.3'],Symbian
2828,Single,['3.2'],['52.3'],Symbian
2829,Single,['3.2'],['52.5'],Symbian
2830,Dual,['1.8'],['20.4'],
2831,Single,['1.8'],['20.4'],
2832,Single,['3.5'],['50.7'],Symbian
2833,Single,['3.2'],['50.6'],Symbian
2834,Single,['3.2'],['48.0'],Symbian
2835,Single,['2.4'],['33.8'],
2836,Single,['3.2'],['47.1'],Symbian
2837,Single,['3.9'],['58.8'],Other
2838,Single,['2.2'],['29.0'],Symbian
2839,Dual,['2.6'],['39.5'],
2840,Dual,['2.6'],['39.5'],
2841,Single,['2.6'],['39.5'],
2842,Single,['2.46'],['26.5'],Symbian
2843,Single,['3.5'],['50.4'],Symbian
2844,Single,['3.5'],['50.1'],Symbian
2845,Dual,['1.8'],['19.2'],
2846,Single,['4.0'],['58.7'],Symbian
2847,Single,['2.46'],['27.5'],Symbian
2848,Single,['3.5'],['50.7'],Symbian
2849,Single,['1.8'],['19.2'],
2850,Single,['2.4'],['25.0'],
2851,Single,['2.0'],['24.1'],
2852,Single,['3.2'],['52.3'],Symbian
2853,Single,['4.0'],['57.1'],Symbian
2854,Single,['3.2'],['51.8'],Symbian
2855,Single,['3.5'],['50.7'],Symbian
2856,Single,['2.4'],['33.8'],
2857,Single,['2.8'],['42.4'],Symbian
2858,Single,['2.4'],['34.7'],
2859,Single,['3.2'],['49.9'],Symbian
2860,Single,['2.36'],['35.0'],Symbian
2861,Single,['3.2'],['49.2'],Symbian
2862,Single,['2.4'],['26.8'],Symbian
2863,Dual,['1.8'],['21.0'],
2864,Single,['1.8'],['21.0'],
2865,Single,['1.8'],['21.0'],
2866,Dual,['1.8'],['21.2'],
2867,Single,['3.5'],['50.3'],Symbian
2868,Single,['2.2'],['28.7'],
2869,Single,['3.2'],['47.1'],Symbian
2870,Single,['2.36'],['25.5'],Symbian
2871,Single,['2.4'],['26.6'],
2872,Single,['2.2'],['29.1'],Symbian
2873,Single,['2.2'],['29.8'],
2874,Single,['2.0'],['24.7'],
2875,Single,['3.2'],['49.9'],Symbian
2876,Single,['2.2'],['29.5'],
2877,Single,['3.2'],['49.9'],Symbian
2878,Single,['2.2'],['34.2'],Symbian
2879,Single,['2.4'],['37.9'],
2880,Single,['2.4'],['36.8'],
2881,Single,['1.8'],['20.8'],
2882,Single,['1.8'],['22.3'],
2883,Single,['1.8'],['21.2'],
2884,Single,['1.8'],['21.2'],
2885,Single,['1.36'],['11.6'],
2886,Single,['3.2'],['49.2'],Symbian
2887,Single,['2.8'],['41.9'],Symbian
2888,Single,['3.2'],['47.6'],Symbian
2889,Single,['2.2'],['31.7'],
2890,Single,['3.5'],['52.6'],Other
2891,Single,['3.2'],['49.2'],Symbian
2892,Single,['3.2'],['49.2'],Symbian
2893,Single,['2.0'],['28.2'],
2894,Single,['2.2'],['32.8'],
2895,Single,['2.4'],['31.6'],Symbian
2896,Single,['2.4'],['31.6'],Symbian
2897,Single,['2.2'],['27.7'],
2898,Single,['2.9'],['45.5'],Symbian
2899,Single,['2.36'],['26.1'],Symbian
2900,Single,['2.2'],['35.8'],
2901,Single,['2.2'],['29.1'],Symbian
2902,Single,['2.2'],['35.8'],
2903,Single,['2.2'],['35.2'],
2904,Single,['1.8'],['23.5'],
2905,Single,['2.0'],['24.1'],
2906,Single,['2.4'],['31.4'],Symbian
2907,Single,['2.0'],['25.9'],
2908,Single,['2.4'],['31.2'],Symbian
2909,Single,['2.4'],['36.8'],
2910,Single,['1.8'],['21.0'],
2911,Single,['2.6'],['39.4'],Symbian
2912,Single,['2.4'],['31.9'],Symbian
2913,Single,['2.4'],['31.4'],Symbian
2914,Single,['2.2'],['30.3'],Symbian
2915,Single,['2.6'],['39.9'],Symbian
2916,Single,['2.2'],['29.1'],Symbian
2917,Single,['2.2'],['30.3'],
2918,Single,['2.2'],['29.8'],
2919,Single,['2.0'],['24.7'],
2920,Single,['2.4'],['33.0'],
2921,Single,['2.0'],['24.9'],
2922,Single,['3.5'],['52.1'],Symbian
2923,Single,['2.4'],['37.1'],
2924,Single,['2.36'],['25.9'],Symbian
2925,Single,['2.0'],['26.1'],
2926,Single,['2.0'],['24.7'],
2927,Single,['1.8'],['20.7'],
2928,Single,['1.8'],['20.7'],
2929,Single,['1.8'],['21.0'],
2930,Single,['1.8'],['21.0'],
2931,Single,['1.3'],['10.9'],
2932,Single,['3.2'],['49.2'],Symbian
2933,Single,['2.6'],['40.6'],Symbian
2934,Single,['2.4'],['33.1'],Symbian
2935,Single,['2.0'],['24.9'],
2936,Single,['2.0'],['28.1'],
2937,Single,['2.0'],['26.3'],
2938,Single,['2.2'],['34.9'],
2939,Single,['2.0'],['25.6'],
2940,Single,['2.0'],['26.0'],
2941,Single,['2.36'],['26.5'],Symbian
2942,Single,['2.4'],['33.5'],Symbian
2943,Single,['2.13'],['36.4'],
2944,Single,['2.2'],['37.0'],
2945,Single,['2.0'],['26.8'],
2946,Single,['2.0'],['24.9'],Symbian
2947,Single,['2.0'],['26.4'],
2948,Single,['2.0'],['22.9'],
2949,Single,['2.0'],['25.4'],
2950,Single,['1.8'],['26.5'],
2951,Single,['1.8'],['21.9'],
2952,Single,['1.85'],['21.7'],
2953,Single,['2.0'],['26.7'],
2954,Single,['2.8'],['42.9'],Symbian
2955,Single,['2.4'],['32.2'],Symbian
2956,Single,['2.2'],['29.5'],Symbian
2957,Single,['2.4'],['35.3'],Symbian
2958,Single,['2.0'],['25.6'],Symbian
2959,Single,['2.2'],['32.0'],Symbian
2960,Single,['1.8'],['23.1'],
2961,Single,['2.0'],['24.8'],
2962,Single,['2.0'],['24.6'],
2963,Single,['1.77'],['19.3'],
2964,Single,['1.4'],['14.1'],
2965,Single,['1.8'],['20.6'],
2966,Single,['2.4'],['31.7'],Symbian
2967,Single,['2.0'],['24.9'],
2968,Single,['2.0'],['24.9'],
2969,Single,['2.0'],['26.5'],
2970,Single,['2.0'],['23.5'],Symbian
2971,Single,['2.0'],['23.5'],Symbian
2972,Single,['2.2'],['33.3'],
2973,Single,['2.4'],['35.0'],Symbian
2974,Single,['2.4'],['35.0'],Symbian
2975,Single,['2.8'],['46.3'],Symbian
2976,Single,['2.2'],['31.4'],
2977,Single,['2.1'],['29.4'],
2978,Single,['2.0'],['28.1'],
2979,Single,['2.0'],['24.6'],
2980,Single,['2.0'],['25.8'],
2981,Single,['2.0'],['25.7'],
2982,Single,['2.2'],['33.4'],
2983,Single,['2.0'],['25.1'],
2984,Single,['1.8'],['21.2'],
2985,Single,['1.8'],['21.6'],
2986,Single,['2.2'],['34.0'],
2987,Single,['1.9'],['29.1'],
2988,Single,['1.85'],['27.6'],
2989,Single,['1.8'],['22.3'],
2990,Single,['1.5'],['15.2'],
2991,Single,['1.5'],['15.2'],
2992,Single,['2.0'],['25.6'],Symbian
2993,Single,['2.0'],['25.6'],Symbian
2994,Single,['2.2'],['27.8'],Symbian
2995,Single,['1.87'],['23.6'],
2996,Single,['4.0'],['50.6'],Symbian
2997,Single,['2.2'],['29.1'],Symbian
2998,Single,['2.8'],['29.6'],Symbian
2999,Single,['2.4'],['32.1'],Symbian
3000,Single,['2.2'],['30.3'],Symbian
3001,Single,['1.8'],['20.6'],
3002,Single,['1.8'],['20.6'],
3003,Single,['2.4'],['32.2'],Symbian
3004,Single,['2.4'],['28.5'],Symbian
3005,Single,['2.2'],['31.9'],Symbian
3006,Single,['1.8'],['24.1'],
3007,Single,['2.0'],['26.7'],
3008,Single,['1.5'],['16.2'],
3009,Single,['2.6'],['39.9'],Symbian
3010,Single,['2.4'],['36.1'],Symbian
3011,Single,['2.1'],['30.7'],
3012,Single,['2.0'],['28.3'],
3013,Single,['2.2'],['32.6'],
3014,Single,['1.8'],['24.1'],
3015,Single,['1.7'],['19.4'],
3016,Single,['2.3'],['38.7'],
3017,Single,['2.0'],['32.7'],
3018,Single,['1.8'],['20.1'],
3019,Single,['1.78'],['21.4'],
3020,Single,[],[],
3021,Single,['2.1'],['27.8'],Symbian
3022,Single,['1.7'],['19.4'],Symbian
3023,Single,['2.4'],['27.2'],Symbian
3024,Single,['2.4'],['33.1'],Symbian
3025,Single,['2.1'],['24.3'],Symbian
3026,Single,['1.6'],['18.5'],
3027,Single,['1.5'],['14.8'],
3028,Single,[],[],
3029,Single,['1.8'],['24.6'],
3030,Single,['2.2'],['33.9'],
3031,Single,['2.2'],['33.9'],
3032,Single,['2.2'],['33.9'],
3033,Single,['1.8'],['21.8'],
3034,Single,['1.8'],['24.6'],
3035,Single,['1.8'],['26.7'],
3036,Single,['2.0'],['24.9'],
3037,Single,['2.0'],['24.9'],
3038,Single,['2.2'],['32.6'],
3039,Single,['4.0'],['43.7'],Symbian
3040,Single,['2.8'],['38.8'],Symbian
3041,Single,['2.1'],['29.5'],Symbian
3042,Single,['2.4'],['35.3'],Symbian
3043,Single,[],[],
3044,Single,['2.0'],['32.7'],
3045,Single,['1.9'],['24.0'],
3046,Single,['2.1'],['22.6'],Symbian
3047,Single,['2.9'],['31.9'],Symbian
3048,Single,['2.9'],['31.9'],Symbian
3049,Single,['2.1'],['24.9'],Symbian
3050,Single,['2.1'],['27.0'],Symbian
3051,Single,['2.7'],['35.0'],Symbian
3052,Single,['2.2'],['32.6'],
3053,Single,['2.2'],['28.8'],
3054,Single,['1.8'],['25.8'],
3055,Single,['1.8'],['27.3'],
3056,Single,['2.1'],['22.5'],Symbian
3057,Single,['2.1'],['24.6'],Symbian
3058,Single,['2.1'],['24.3'],Symbian
3059,Single,[],[],
3060,Single,['1.4'],['12.7'],
3061,Single,[],[],
3062,Single,[],[],
3063,Single,['1.5'],['14.6'],
3064,Single,['1.7'],['19.4'],
3065,Single,['1.56'],['16.8'],
3066,Single,['1.5'],['15.9'],
3067,Single,['2.1'],['23.4'],Symbian
3068,Single,['2.1'],['26.3'],Symbian
3069,Single,['4.5'],['44.1'],Symbian
3070,No,['8.0'],['66.6'],Android
3071,Single,['8.0'],['66.6'],Android
3072,No,['8.0'],['66.6'],Android
3073,Single,['2.8'],['41.9'],Windows
3074,Single,['3.6'],['43.0'],Windows
3075,Single,['2.7'],['36.7'],Windows
3076,Single,['2.8'],['38.4'],Windows
3077,Single,['2.2'],['29.2'],Windows
3078,Single,['2.4'],['30.6'],Windows
3079,Single,['2.0'],['24.2'],
3080,Single,['2.7'],['38.2'],Windows
3081,Single,['2.8'],['37.0'],Windows
3082,Single,['2.8'],['37.6'],Windows
3083,Single,['2.7'],['38.2'],Windows
3084,Single,['3.6'],['39.0'],Windows
3085,Dual,['5.5'],['73.0'],Android
3086,Dual,['5.5'],['73.1'],Android
3087,Dual,['5.5'],['73.1'],Android
3088,Dual,['5.0'],['71.3'],Android
3089,Dual,['5.5'],['73.3'],Android
3090,Single,['5.5'],['71.9'],Android
3091,Dual,['6.0'],['73.0'],Android
3092,Dual,['5.5'],['72.2'],Android
3093,Dual,['5.5'],[],Android
3094,Dual,['5.5'],['72.3'],Android
3095,Dual,['6.0'],['75.1'],Android
3096,Dual,['5.2'],['68.6'],Android
3097,Dual,['5.5'],['71.0'],Android
3098,Dual,['6.0'],['75.1'],Android
3099,Dual,['5.5'],['73.4'],Android
3100,Dual,['5.0'],['67.8'],Android
3101,Dual,['5.5'],['71.0'],Android
3102,Dual,['6.0'],['75.3'],Android
3103,Dual,['5.5'],['73.9'],Android
3104,Dual,['5.0'],['67.6'],Android
3105,Dual,['5.0'],['67.4'],Android
3106,Dual,['5.0'],['67.4'],Android
3107,Dual,['5.5'],['72.9'],Android
3108,Dual,['5.0'],['67.9'],Android
3109,Single,['5.2'],['67.2'],Android
3110,Dual,['5.0'],['67.5'],Android
3111,Dual,['4.5'],['63.1'],Android
3112,Dual,['6.0'],['76.6'],Android
3113,Dual,['5.0'],['66.7'],Android
3114,Dual,['4.5'],['64.6'],Android
3115,Dual,['4.5'],['64.6'],Android
3116,Dual,['4.0'],['58.3'],Android
3117,Dual,['4.7'],['64.3'],Android
3118,Dual,['4.5'],['64.6'],Android
3119,Dual,['5.0'],['69.9'],Android
3120,Single,['5.2'],['67.5'],Android
3121,Dual,['5.5'],['66.5'],Android
3122,Single,['5.0'],['68.6'],Android
3123,Dual,['4.5'],['64.2'],Android
3124,Dual,['4.7'],['65.4'],Android
3125,Dual,['4.7'],[],Android
3126,Dual,['4.0'],['58.3'],Android
3127,Single,['4.5'],['64.2'],Android
3128,Single,['5.0'],['64.3'],Android
3129,Single,['5.0'],['68.8'],Android
3130,Single,['5.5'],['72.9'],Android
3131,Single,['5.5'],['72.9'],Android
3132,Dual,['4.5'],['66.4'],Android
3133,Dual,['5.0'],['68.6'],Android
3134,Single,['5.9'],['68.1'],Android
3135,Dual,['4.7'],['65.6'],Android
3136,Single,['5.0'],['70.6'],Android
3137,Single,['4.5'],['69.0'],Android
3138,Yes,['3.0'],['42.8'],Android
3139,Dual,['4.0'],['58.3'],Android
3140,Dual,['3.5'],['51.5'],Android
3141,Yes,['4.5'],['63.4'],Android
3142,Dual,['4.0'],['58.8'],Android
3143,Single,['4.3'],['60.9'],Android
3144,Single,['4.3'],['63.8'],Android
3145,Yes,['4.0'],['57.9'],Android
3146,Single,['4.0'],['58.1'],Android
3147,Single,['3.5'],['50.9'],Android
3148,Single,['3.1'],['47.7'],Other
3149,Single,['3.1'],['47.7'],Other
3150,Single,['2.63'],['35.7'],Other
3151,Single,['3.1'],['47.9'],Other
3152,Single,['2.63'],['35.7'],Other
3153,Single,['3.1'],['47.9'],Other
3154,Single,['2.5'],['29.5'],Windows
3155,Single,['2.25'],['28.5'],Other
3156,Single,['2.4'],['26.4'],Windows
3157,Single,['2.5'],['31.3'],Windows
3158,Single,['2.5'],['30.9'],Other
3159,Dual,['5.5'],['70.1'],Android
3160,Dual,['5.0'],['65.8'],Android
3161,Dual,['5.0'],['66.7'],Android
3162,Dual,['5.5'],['72.7'],Android
3163,Dual,['5.5'],['70.6'],Android
3164,Dual,['5.2'],['69.0'],Android
3165,Dual,['5.5'],['71.3'],Android
3166,Dual,['5.0'],['67.7'],Android
3167,Dual,['5.3'],[],Android
3168,Dual,['5.5'],['76.4'],Android
3169,Dual,['5.0'],['66.9'],Android
3170,Dual,['5.0'],['67.9'],Android
3171,Dual,['5.0'],['66.5'],Android
3172,Dual,['5.5'],['76.7'],Android
3173,Dual,['5.0'],['66.6'],Android
3174,Dual,['5.5'],['71.7'],Android
3175,Dual,['5.0'],['67.1'],Android
3176,Dual,['5.0'],['68.3'],Android
3177,Dual,['5.0'],['68.0'],Android
3178,Dual,['4.5'],['63.9'],Android
3179,Dual,['5.5'],['71.3'],Android
3180,Dual,['5.5'],['72.7'],Android
3181,Dual,['5.5'],[],Android
3182,Dual,['5.0'],[],Android
3183,Dual,['4.5'],['65.4'],Android
3184,Dual,['5.5'],['71.7'],Android
3185,Dual,['5.0'],['68.4'],Android
3186,Dual,['4.7'],['64.7'],Android
3187,Single,['5.0'],['68.3'],Android
3188,Dual,['5.0'],['68.8'],Android
3189,Dual,['6.0'],['72.8'],Android
3190,Dual,['4.0'],['57.8'],Android
3191,Dual,['5.5'],['72.3'],Android
3192,Dual,['5.0'],['63.7'],Android
3193,Single,['4.7'],['66.1'],Android
3194,Dual,['5.0'],['66.5'],Android
3195,Dual,['5.0'],['72.4'],Android
3196,Dual,['5.5'],['77.2'],Android
3197,Dual,['4.0'],['58.0'],Android
3198,Dual,['4.5'],['64.1'],Android
3199,Dual,['5.0'],['65.3'],Android
3200,Dual,['4.0'],['63.7'],Android
3201,Dual,['5.0'],['63.8'],Android
3202,Dual,['5.0'],['67.3'],Android
3203,Single,['5.0'],['72.4'],Android
3204,Single,['4.3'],['66.8'],Android
3205,No,['10.1'],['55.5'],Android
3206,No,['7.0'],[],Android
3207,Yes,['3.0'],['45.3'],
3208,Single,['4.8'],['69.0'],Android
3209,Single,['5.3'],['72.0'],Android
3210,Single,['4.3'],['58.5'],Android
3211,Single,['4.8'],['69.6'],Android
3212,Single,['4.5'],['62.5'],Android
3213,Single,['4.0'],['57.6'],Android
3214,Single,['8.0'],['60.1'],Android
3215,Single,['4.0'],['55.4'],Android
3216,Single,['2.8'],['39.4'],
3217,Single,['2.2'],['29.7'],
3218,Single,['4.0'],['58.2'],Android
3219,Single,['3.2'],['44.2'],
3220,Single,['2.6'],['34.9'],
3221,Single,['2.2'],['25.2'],
3222,Single,['2.4'],['33.2'],Windows
3223,Single,['2.2'],['22.2'],
3224,Single,[],[],
3225,Single,['2.2'],['29.4'],Windows
3226,Dual,['4.0'],['56.0'],Android
3227,Dual,['5.0'],['65.9'],Android
3228,Dual,['5.0'],[],Android
3229,Dual,['4.5'],['59.6'],Android
3230,Dual,['4.0'],['56.9'],Android
3231,Dual,['2.6'],['39.5'],
3232,Dual,['3.2'],['46.3'],
3233,Dual,['3.2'],['46.9'],
3234,Single,['3.5'],['48.6'],Android
3235,Single,['2.2'],['28.9'],
3236,Single,['2.8'],['42.5'],
3237,Single,['3.0'],['46.0'],
3238,Single,['2.8'],['51.2'],
3239,Single,[],[],
3240,Single,['2.2'],['30.3'],
3241,Single,['2.2'],['32.1'],
3242,Dual,['2.4'],['32.2'],
3243,Single,['2.4'],['32.4'],
3244,Single,['1.47'],['14.7'],
3245,Single,['1.8'],['22.3'],
3246,Single,['1.8'],['22.8'],
3247,Single,['2.8'],['42.2'],
3248,Single,['1.47'],['14.8'],
3249,Single,['1.25'],['9.9'],
3250,Single,['1.8'],['23.3'],
3251,Dual,['5.0'],['65.6'],Windows
3252,Dual,['4.0'],['52.7'],Windows
3253,Yes,['10.1'],['66.9'],Android
3254,No,['9.7'],['65.2'],Android
3255,Yes,['8.0'],['61.7'],Android
3256,Dual,['6.0'],['70.6'],Android
3257,Single,['5.0'],['67.9'],Android
3258,Yes,['5.0'],['61.4'],Android
3259,Dual,['5.0'],['62.7'],Android
3260,Dual,['4.5'],['62.2'],Android
3261,Dual,['4.5'],['62.2'],Android
3262,Dual,['4.0'],[],Android
3263,Single,['4.3'],['62.5'],Android
3264,Dual,['4.0'],['56.9'],Android
3265,Dual,['5.3'],['68.2'],Android
3266,Dual,['5.0'],['65.1'],Android
3267,Dual,['5.0'],['60.7'],Android
3268,Dual,['4.5'],['65.0'],Android
3269,Dual,['4.5'],['63.2'],Android
3270,Dual,['4.3'],['59.8'],Android
3271,Dual,['4.3'],['60.5'],Android
3272,Dual,['4.0'],['55.9'],Android
3273,Dual,['4.0'],['56.9'],Android
3274,Dual,['4.0'],['57.4'],Android
3275,Dual,['3.5'],['49.9'],Android
3276,No,['10.1'],['66.9'],Android
3277,No,['9.7'],['65.2'],Android
3278,No,['7.85'],['67.5'],Android
3279,Yes,['8.0'],['58.4'],Android
3280,Yes,['8.0'],['64.1'],Android
3281,Yes,['10.1'],['65.8'],Android
3282,No,['10.1'],['65.8'],Android
3283,No,['7.0'],['65.2'],Android
3284,No,['7.0'],['60.2'],Android
3285,No,['8.0'],['63.8'],Android
3286,No,['7.0'],['62.6'],Android
3287,No,['7.0'],['62.6'],Android
3288,No,['7.0'],['66.0'],Android
3289,Dual,['6.0'],['73.5'],Android
3290,Dual,['4.8'],['65.9'],Android
3291,Single,['4.8'],['66.2'],Android
3292,Dual,['4.5'],['50.0'],Android
3293,Dual,['5.0'],['67.1'],Android
3294,Dual,['2.4'],['27.8'],
3295,Dual,['4.0'],['56.9'],Android
3296,Dual,['4.0'],['56.9'],Android
3297,Dual,['5.0'],['72.9'],Android
3298,Single,['7.85'],[],Android
3299,Dual,['2.8'],['33.1'],
3300,Dual,['4.7'],['63.2'],Android
3301,Dual,['5.0'],['64.9'],Android
3302,Dual,['5.5'],['80.7'],Android
3303,Dual,['4.5'],['64.3'],Android
3304,Dual,['5.0'],['68.2'],Android
3305,Dual,['5.0'],['66.7'],Android
3306,Dual,['4.0'],['56.5'],Windows
3307,Dual,['5.0'],['66.7'],Android
3308,Dual,['5.0'],['64.6'],Android
3309,Dual,['4.0'],['61.4'],Android
3310,Single,['4.8'],['67.4'],Android
3311,Dual,['5.0'],['63.5'],Android
3312,Single,['4.7'],['64.4'],Android
3313,Dual,['4.7'],['64.6'],Android
3314,Dual,['5.0'],[],Android
3315,Dual,['5.0'],['70.3'],Android
3316,Dual,['5.0'],['68.8'],Android
3317,Dual,['4.0'],['57.6'],Android
3318,Dual,['4.0'],['57.5'],Android
3319,Dual,['5.0'],[],Android
3320,Dual,['4.7'],['63.3'],Android
3321,Dual,['4.5'],['63.5'],Android
3322,Dual,['4.5'],['67.8'],Android
3323,Dual,['4.0'],['57.5'],Android
3324,Dual,['4.5'],['65.5'],Android
3325,Dual,['4.7'],['65.0'],Android
3326,Dual,['2.4'],['25.4'],
3327,Dual,['4.5'],['59.9'],Android
3328,Dual,['5.0'],['66.4'],Android
3329,Dual,['4.7'],['64.9'],Android
3330,Dual,['2.4'],['31.5'],
3331,Dual,['3.97'],['55.6'],Android
3332,Dual,['5.0'],['64.2'],Android
3333,Dual,['3.2'],['43.2'],
3334,Dual,['4.0'],['56.1'],Android
3335,Single,['5.5'],['73.8'],Android
3336,Dual,['5.0'],['69.3'],Android
3337,Single,['5.0'],['67.7'],Android
3338,Yes,['8.0'],[],Android
3339,Dual,['4.0'],['56.1'],Android
3340,Dual,['2.6'],['31.0'],
3341,Dual,['3.5'],['49.9'],Android
3342,Dual,['5.0'],['63.8'],Android
3343,Dual,['4.5'],['62.2'],Android
3344,Dual,['4.5'],['61.7'],Android
3345,Dual,['4.5'],['62.9'],Android
3346,Dual,['4.7'],['63.5'],Android
3347,Dual,['4.5'],['64.1'],Android
3348,Dual,['5.7'],['67.4'],Android
3349,Single,['5.0'],['69.4'],Android
3350,Single,['4.8'],['67.2'],Android
3351,Dual,['5.0'],['62.9'],Android
3352,Dual,['4.65'],['68.4'],Android
3353,Dual,['4.5'],['61.2'],Android
3354,Single,['2.2'],['29.6'],Windows
3355,Single,['2.8'],['37.6'],Windows
3356,Single,['3.6'],['38.8'],Windows
3357,Single,['2.8'],['42.5'],
3358,Single,['2.8'],['40.7'],
3359,Single,['2.2'],['33.9'],
3360,Single,['1.5'],['14.4'],
3361,Single,['2.0'],['26.3'],
3362,Single,[],[],
3363,Single,['1.9'],['23.1'],
3364,Single,['1.8'],['24.6'],
3365,Single,[],[],
3366,Single,[],[],
3367,Single,[],[],
3368,Single,[],[],
3369,Single,[],[],
3370,Single,['1.8'],['18.8'],
3371,Single,[],[],
3372,Dual,['5.7'],['72.5'],Android
3373,Dual,['5.5'],['73.3'],Android
3374,Dual,['5.5'],['73.3'],Android
3375,Dual,['5.2'],['71.5'],Android
3376,Dual,['5.0'],['68.5'],Android
3377,Dual,['5.8'],['83.6'],Android
3378,Dual,['6.2'],['84.0'],Android
3379,Single,['5.0'],['64.3'],Android
3380,Single,['9.7'],['72.7'],Android
3381,Dual,['4.0'],['59.4'],Android
3382,Single,['5.0'],['69.8'],Android
3383,Dual,['5.7'],['74.1'],Android
3384,Dual,['5.7'],['73.6'],Android
3385,Dual,['5.2'],['71.5'],Android
3386,Dual,['4.7'],['67.9'],Android
3387,Dual,['5.0'],['66.0'],Android
3388,Dual,['5.0'],['66.0'],Android
3389,Dual,['6.0'],['75.5'],Android
3390,Dual,['5.7'],['74.5'],Android
3391,Dual,['5.5'],['72.3'],Android
3392,Dual,['5.5'],['73.3'],Android
3393,No,['1.3'],['48.1'],Tizen
3394,No,['1.3'],['48.1'],Tizen
3395,Single,['1.3'],['48.1'],Tizen
3396,Dual,['5.0'],['69.4'],Android
3397,Dual,['5.5'],['73.3'],Android
3398,Dual,['4.0'],['59.5'],Tizen
3399,Single,['5.7'],['79.0'],Android
3400,Dual,['5.7'],['78.0'],Android
3401,Dual,['5.5'],['70.3'],Android
3402,Dual,['5.0'],['67.2'],Android
3403,Dual,['7.0'],['69.9'],Android
3404,Dual,['5.0'],['68.1'],Android
3405,Dual,['5.0'],['68.1'],Android
3406,Dual,['5.0'],['69.7'],Tizen
3407,Single,['5.1'],['64.3'],Android
3408,Dual,['5.0'],['68.0'],Android
3409,Dual,['5.7'],['74.1'],Android
3410,Dual,['5.2'],['71.0'],Android
3411,Dual,['6.0'],['75.9'],Android
3412,Dual,['5.5'],['72.3'],Android
