,GPS,NFC,audio_jack,battery,radio
1461,No,,Yes,4500.0,No
1462,No,,Yes,6000.0,No
1463,No,,Yes,3700.0,No
1464,No,,Yes,3700.0,No
1465,No,,Yes,1000.0,Yes
1466,No,,Yes,1200.0,Yes
1467,No,,Yes,1800.0,Yes
1468,Yes,,Yes,1600.0,Yes
1469,No,,Yes,1000.0,Yes
1470,No,,No,1800.0,Yes
1471,No,,No,1500.0,Yes
1472,No,,No,2200.0,Yes
1473,No,,Yes,1800.0,Yes
1474,No,,Yes,1800.0,Yes
1475,No,,No,1000.0,Yes
1476,No,,No,1000.0,Yes
1477,No,,No,1000.0,Yes
1478,No,,Yes,1500.0,Yes
1479,Yes,,Yes,1800.0,No
1480,Yes,,Yes,1500.0,No
1481,No,,No,1800.0,Yes
1482,No,,No,800.0,Yes
1483,No,,No,2100.0,Yes
1484,Yes,,Yes,1420.0,Yes
1485,No,,No,1000.0,Yes
1486,Yes,,Yes,1420.0,Yes
1487,Yes,,Yes,2500.0,Yes
1488,Yes,Yes,Yes,3100.0,No
1489,Yes,Yes,Yes,3100.0,No
1490,Yes,Yes,Yes,2500.0,No
1491,Yes,,Yes,1370.0,No
1492,No,,No,920.0,No
1493,Yes,,Yes,1500.0,Yes
1494,Yes,,Yes,2000.0,Yes
1495,Yes,,Yes,3020.0,Yes
1496,Yes,,Yes,2620.0,Yes
1497,Yes,,Yes,3000.0,No
1498,Yes,,Yes,3000.0,Yes
1499,Yes,,Yes,2500.0,Yes
1500,Yes,,Yes,2900.0,Yes
1501,Yes,,Yes,2500.0,Yes
1502,Yes,,Yes,2560.0,Yes
1503,Yes,,Yes,2200.0,Yes
1504,Yes,,Yes,2500.0,Yes
1505,Yes,,Yes,4000.0,Yes
1506,Yes,,Yes,1950.0,Yes
1507,Yes,,Yes,3000.0,Yes
1508,Yes,,Yes,2100.0,Yes
1509,Yes,,Yes,2000.0,Yes
1510,Yes,,Yes,2100.0,Yes
1511,Yes,,Yes,1800.0,Yes
1512,Yes,,Yes,1700.0,Yes
1513,Yes,,Yes,2600.0,Yes
1514,Yes,,Yes,2000.0,Yes
1515,Yes,,Yes,2000.0,Yes
1516,Yes,,Yes,1500.0,Yes
1517,Yes,,Yes,1400.0,Yes
1518,Yes,,Yes,1400.0,Yes
1519,No,,Yes,1400.0,Yes
1520,Yes,,Yes,2000.0,Yes
1521,Yes,,Yes,2000.0,Yes
1522,Yes,,Yes,2000.0,Yes
1523,Yes,,Yes,2000.0,Yes
1524,Yes,,Yes,1500.0,Yes
1525,Yes,,Yes,1500.0,Yes
1526,Yes,,Yes,1400.0,Yes
1527,Yes,,Yes,2000.0,Yes
1528,Yes,Yes,No,4000.0,No
1529,Yes,,No,4070.0,Yes
1530,Yes,,No,3000.0,
1531,Yes,Yes,No,4070.0,Yes
1532,Yes,Yes,No,3100.0,No
1533,Yes,,No,3000.0,No
1534,Yes,,No,3000.0,No
1535,Yes,Yes,Yes,3400.0,No
1536,Yes,,Yes,3000.0,No
1537,Yes,,Yes,7000.0,Yes
1538,Yes,,Yes,7000.0,Yes
1539,Yes,,Yes,4850.0,Yes
1540,Yes,,Yes,4850.0,Yes
1541,Yes,,Yes,4250.0,No
1542,Yes,,Yes,3100.0,Yes
1543,Yes,,Yes,2300.0,Yes
1544,Yes,,Yes,2300.0,Yes
1545,Yes,,Yes,2000.0,Yes
1546,Yes,,Yes,2000.0,Yes
1547,Yes,Yes,Yes,5100.0,Yes
1548,Yes,,Yes,4000.0,Yes
1549,Yes,,Yes,4000.0,Yes
1550,Yes,,Yes,3000.0,Yes
1551,Yes,,Yes,9300.0,No
1552,Yes,,Yes,1700.0,Yes
1553,Yes,,Yes,3500.0,Yes
1554,Yes,,Yes,2750.0,Yes
1555,Yes,,Yes,4050.0,Yes
1556,Yes,,Yes,4050.0,Yes
1557,Yes,,Yes,4050.0,Yes
1558,Yes,,Yes,3500.0,No
1559,Yes,,Yes,2300.0,Yes
1560,Yes,,Yes,3100.0,No
1561,Yes,Yes,Yes,7000.0,Yes
1562,Yes,,Yes,4290.0,Yes
1563,Yes,,Yes,3450.0,Yes
1564,Yes,,Yes,2750.0,Yes
1565,Yes,,Yes,2750.0,Yes
1566,Yes,,Yes,2900.0,Yes
1567,Yes,Yes,Yes,4900.0,Yes
1568,Yes,,Yes,3500.0,Yes
1569,Yes,,Yes,2750.0,Yes
1570,Yes,,Yes,2700.0,Yes
1571,Yes,Yes,Yes,3300.0,Yes
1572,Yes,,Yes,3300.0,
1573,Yes,Yes,Yes,3500.0,Yes
1574,Yes,,Yes,2300.0,Yes
1575,Yes,,Yes,10.0,No
1576,,,Yes,6200.0,No
1577,Yes,,Yes,2000.0,Yes
1578,Yes,,Yes,4250.0,Yes
1579,Yes,,Yes,3500.0,Yes
1580,Yes,Yes,Yes,5000.0,Yes
1581,Yes,,Yes,2300.0,Yes
1582,Yes,,Yes,2300.0,Yes
1583,Yes,,Yes,4000.0,Yes
1584,Yes,,Yes,2420.0,Yes
1585,Yes,,Yes,4100.0,No
1586,Yes,,Yes,2000.0,Yes
1587,Yes,,Yes,2250.0,Yes
1588,Yes,,Yes,2300.0,
1589,Yes,Yes,Yes,4000.0,Yes
1590,Yes,,Yes,2150.0,Yes
1591,Yes,,Yes,2300.0,Yes
1592,Yes,,Yes,1500.0,Yes
1593,Yes,,Yes,3000.0,Yes
1594,Yes,,Yes,3000.0,Yes
1595,Yes,,Yes,2900.0,Yes
1596,Yes,,Yes,2900.0,Yes
1597,Yes,,Yes,4000.0,Yes
1598,,,Yes,7000.0,Yes
1599,,,Yes,4290.0,Yes
1600,Yes,,Yes,4000.0,Yes
1601,Yes,,Yes,3450.0,Yes
1602,Yes,,Yes,3450.0,
1603,Yes,,Yes,3450.0,
1604,Yes,,Yes,2300.0,Yes
1605,Yes,,Yes,4000.0,Yes
1606,Yes,,Yes,2410.0,Yes
1607,Yes,,Yes,2300.0,Yes
1608,Yes,,Yes,,Yes
1609,Yes,,Yes,2500.0,Yes
1610,Yes,,Yes,2500.0,
1611,Yes,,Yes,1500.0,Yes
1612,Yes,Yes,Yes,2300.0,Yes
1613,Yes,,Yes,2150.0,
1614,Yes,,Yes,2000.0,Yes
1615,Yes,,Yes,9600.0,No
1616,Yes,,Yes,9600.0,No
1617,Yes,,Yes,6400.0,No
1618,Yes,,Yes,4290.0,Yes
1619,Yes,,Yes,2300.0,Yes
1620,Yes,,Yes,3000.0,Yes
1621,Yes,,Yes,2500.0,Yes
1622,Yes,Yes,Yes,4000.0,Yes
1623,Yes,,Yes,2500.0,Yes
1624,Yes,,Yes,2000.0,Yes
1625,Yes,,Yes,3000.0,Yes
1626,Yes,,Yes,2000.0,Yes
1627,Yes,,Yes,2500.0,Yes
1628,Yes,,Yes,2000.0,Yes
1629,Yes,,Yes,1300.0,Yes
1630,Yes,,Yes,2000.0,Yes
1631,Yes,,Yes,2000.0,Yes
1632,Yes,,Yes,2000.0,Yes
1633,Yes,,Yes,6340.0,Yes
1634,Yes,,Yes,4200.0,Yes
1635,Yes,,Yes,3450.0,Yes
1636,Yes,,Yes,3500.0,Yes
1637,Yes,,Yes,9000.0,No
1638,Yes,,Yes,4000.0,Yes
1639,Yes,,Yes,2000.0,Yes
1640,Yes,,Yes,3000.0,Yes
1641,Yes,,Yes,2500.0,Yes
1642,Yes,,Yes,2250.0,Yes
1643,Yes,,Yes,3000.0,Yes
1644,Yes,,Yes,2000.0,Yes
1645,Yes,,Yes,3000.0,Yes
1646,Yes,,Yes,9000.0,No
1647,Yes,,Yes,6000.0,No
1648,Yes,,Yes,2500.0,Yes
1649,Yes,,Yes,2000.0,Yes
1650,Yes,,Yes,2000.0,Yes
1651,,,Yes,3450.0,No
1652,Yes,,Yes,2250.0,Yes
1653,Yes,,Yes,2000.0,Yes
1654,Yes,,Yes,4000.0,Yes
1655,Yes,,Yes,2000.0,Yes
1656,Yes,,Yes,1500.0,Yes
1657,Yes,,Yes,1500.0,Yes
1658,No,,Yes,1300.0,Yes
1659,Yes,,Yes,2250.0,Yes
1660,Yes,,Yes,6350.0,No
1661,No,,Yes,6350.0,No
1662,No,,Yes,6350.0,No
1663,Yes,,Yes,3500.0,No
1664,Yes,,Yes,3500.0,No
1665,Yes,,Yes,2500.0,Yes
1666,Yes,,Yes,2250.0,Yes
1667,Yes,,Yes,3550.0,No
1668,Yes,,Yes,2250.0,Yes
1669,Yes,,Yes,2000.0,Yes
1670,Yes,,Yes,2000.0,Yes
1671,Yes,,Yes,2000.0,Yes
1672,Yes,,Yes,1500.0,Yes
1673,Yes,,Yes,2000.0,Yes
1674,Yes,,Yes,3500.0,Yes
1675,Yes,,Yes,1500.0,Yes
1676,Yes,,Yes,2000.0,Yes
1677,Yes,,Yes,2250.0,Yes
1678,Yes,,Yes,1500.0,
1679,Yes,,Yes,2250.0,Yes
1680,Yes,,Yes,2500.0,Yes
1681,Yes,,Yes,1500.0,Yes
1682,No,,Yes,1700.0,Yes
1683,No,,Yes,1800.0,Yes
1684,No,,No,650.0,Yes
1685,No,,Yes,1100.0,Yes
1686,No,,No,1000.0,Yes
1687,No,,Yes,1400.0,Yes
1688,No,,No,650.0,Yes
1689,Yes,,Yes,1500.0,No
1690,Yes,,Yes,1500.0,Yes
1691,Yes,,Yes,1900.0,No
1692,Yes,,Yes,,No
1693,Yes,,Yes,7400.0,No
1694,,,Yes,,No
1695,Yes,Yes,Yes,4100.0,Yes
1696,Yes,Yes,Yes,3300.0,Yes
1697,Yes,Yes,No,430.0,No
1698,No,,No,240.0,No
1699,Yes,Yes,Yes,3080.0,
1700,Yes,Yes,Yes,3200.0,Yes
1701,Yes,,Yes,2800.0,Yes
1702,Yes,,Yes,2700.0,No
1703,Yes,Yes,Yes,2800.0,Yes
1704,Yes,Yes,Yes,2500.0,Yes
1705,Yes,,Yes,2500.0,Yes
1706,Yes,,Yes,2100.0,Yes
1707,Yes,,Yes,6000.0,No
1708,Yes,Yes,Yes,3200.0,Yes
1709,Yes,Yes,Yes,2100.0,Yes
1710,Yes,Yes,Yes,2800.0,Yes
1711,Yes,,Yes,2800.0,Yes
1712,Yes,Yes,Yes,3000.0,Yes
1713,Yes,,Yes,4800.0,No
1714,Yes,,Yes,,No
1715,Yes,,Yes,4100.0,Yes
1716,Yes,,Yes,2100.0,Yes
1717,Yes,Yes,Yes,2900.0,Yes
1718,Yes,,Yes,3000.0,No
1719,Yes,,Yes,1900.0,Yes
1720,Yes,,Yes,1940.0,Yes
1721,Yes,Yes,Yes,2800.0,Yes
1722,Yes,Yes,Yes,2800.0,Yes
1723,Yes,Yes,Yes,2520.0,Yes
1724,Yes,Yes,Yes,2300.0,Yes
1725,Yes,Yes,Yes,2125.0,Yes
1726,Yes,,Yes,3000.0,Yes
1727,Yes,Yes,Yes,2300.0,Yes
1728,Yes,,Yes,2125.0,Yes
1729,Yes,,Yes,1940.0,Yes
1730,Yes,,Yes,3000.0,
1731,Yes,Yes,Yes,3000.0,No
1732,No,,No,410.0,No
1733,No,,No,410.0,No
1734,Yes,Yes,No,570.0,No
1735,Yes,Yes,Yes,3000.0,Yes
1736,Yes,Yes,Yes,2700.0,No
1737,Yes,Yes,Yes,2050.0,Yes
1738,Yes,,Yes,7400.0,No
1739,Yes,,Yes,4200.0,No
1740,Yes,,Yes,1700.0,Yes
1741,Yes,,Yes,1900.0,No
1742,Yes,,Yes,2540.0,Yes
1743,Yes,Yes,Yes,2300.0,Yes
1744,No,,Yes,950.0,Yes
1745,No,,Yes,950.0,Yes
1746,Yes,Yes,Yes,2540.0,Yes
1747,Yes,Yes,Yes,3000.0,Yes
1748,Yes,Yes,Yes,3000.0,Yes
1749,Yes,Yes,Yes,3000.0,Yes
1750,Yes,Yes,Yes,3000.0,Yes
1751,Yes,Yes,Yes,2610.0,No
1752,Yes,Yes,No,700.0,No
1753,No,,No,400.0,No
1754,Yes,,Yes,2540.0,Yes
1755,Yes,Yes,Yes,2100.0,Yes
1756,Yes,,Yes,1900.0,Yes
1757,Yes,,Yes,1900.0,Yes
1758,Yes,Yes,Yes,3000.0,Yes
1759,Yes,,Yes,2100.0,No
1760,Yes,,Yes,2460.0,Yes
1761,Yes,,Yes,1820.0,Yes
1762,Yes,Yes,Yes,3000.0,Yes
1763,Yes,Yes,Yes,3000.0,
1764,Yes,,Yes,2100.0,No
1765,Yes,,Yes,1540.0,Yes
1766,Yes,,Yes,1700.0,Yes
1767,Yes,,Yes,3000.0,Yes
1768,Yes,,Yes,2540.0,Yes
1769,Yes,Yes,Yes,1900.0,Yes
1770,Yes,,Yes,4200.0,No
1771,Yes,Yes,Yes,3200.0,No
1772,Yes,Yes,Yes,2610.0,
1773,Yes,,Yes,4000.0,No
1774,Yes,Yes,Yes,1900.0,Yes
1775,Yes,,Yes,1540.0,Yes
1776,Yes,,Yes,1540.0,Yes
1777,Yes,Yes,Yes,3200.0,No
1778,Yes,Yes,Yes,3000.0,No
1779,Yes,,Yes,2540.0,
1780,Yes,Yes,Yes,2540.0,Yes
1781,Yes,,Yes,2100.0,Yes
1782,Yes,Yes,Yes,3000.0,Yes
1783,Yes,Yes,Yes,3000.0,Yes
1784,No,,Yes,950.0,No
1785,Yes,Yes,Yes,3000.0,Yes
1786,Yes,Yes,Yes,8000.0,No
1787,Yes,Yes,Yes,8000.0,No
1788,Yes,,Yes,4200.0,No
1789,Yes,,Yes,4000.0,No
1790,Yes,,Yes,2540.0,Yes
1791,Yes,,Yes,2540.0,Yes
1792,Yes,Yes,Yes,2440.0,No
1793,Yes,,Yes,2100.0,Yes
1794,Yes,,Yes,4600.0,No
1795,Yes,Yes,Yes,2440.0,Yes
1796,Yes,Yes,Yes,2440.0,Yes
1797,Yes,Yes,Yes,2440.0,Yes
1798,Yes,,Yes,2440.0,Yes
1799,Yes,,Yes,2540.0,Yes
1800,Yes,Yes,Yes,2540.0,Yes
1801,Yes,Yes,Yes,2100.0,Yes
1802,Yes,,Yes,2100.0,Yes
1803,Yes,,Yes,1540.0,Yes
1804,Yes,,Yes,1700.0,Yes
1805,Yes,Yes,Yes,3200.0,No
1806,Yes,,Yes,1540.0,Yes
1807,Yes,Yes,Yes,2460.0,No
1808,Yes,Yes,Yes,3140.0,Yes
1809,Yes,Yes,Yes,2300.0,No
1810,Yes,Yes,Yes,3500.0,Yes
1811,Yes,,Yes,1540.0,No
1812,Yes,,Yes,3140.0,Yes
1813,Yes,,Yes,3140.0,Yes
1814,Yes,,Yes,1540.0,Yes
1815,Yes,,Yes,4600.0,No
1816,Yes,Yes,Yes,3000.0,Yes
1817,Yes,Yes,Yes,2150.0,Yes
1818,Yes,,Yes,2460.0,No
1819,Yes,,Yes,2280.0,No
1820,Yes,,Yes,1700.0,Yes
1821,Yes,,Yes,1700.0,Yes
1822,Yes,,Yes,1540.0,No
1823,Yes,Yes,Yes,2460.0,No
1824,Yes,,Yes,2460.0,No
1825,Yes,,Yes,2540.0,Yes
1826,Yes,Yes,Yes,2460.0,Yes
1827,Yes,Yes,Yes,2150.0,No
1828,Yes,Yes,Yes,3140.0,Yes
1829,Yes,,Yes,2460.0,Yes
1830,Yes,Yes,Yes,2460.0,Yes
1831,Yes,,Yes,1700.0,Yes
1832,Yes,Yes,Yes,1700.0,Yes
1833,Yes,,Yes,1540.0,Yes
1834,Yes,,Yes,1540.0,Yes
1835,Yes,,Yes,1540.0,Yes
1836,Yes,Yes,Yes,2100.0,No
1837,No,,Yes,1700.0,Yes
1838,No,,Yes,1500.0,Yes
1839,No,,Yes,1110.0,Yes
1840,Yes,Yes,Yes,2150.0,No
1841,Yes,Yes,Yes,1700.0,No
1842,Yes,,Yes,2150.0,No
1843,Yes,Yes,Yes,2150.0,No
1844,Yes,Yes,Yes,2100.0,No
1845,Yes,Yes,Yes,2100.0,No
1846,Yes,Yes,Yes,2100.0,Yes
1847,Yes,Yes,Yes,2080.0,Yes
1848,Yes,,Yes,1700.0,No
1849,Yes,Yes,Yes,2150.0,No
1850,,,Yes,1540.0,Yes
1851,Yes,Yes,Yes,2150.0,Yes
1852,Yes,,Yes,1700.0,No
1853,Yes,Yes,Yes,2100.0,Yes
1854,Yes,,Yes,1540.0,Yes
1855,No,,Yes,1100.0,Yes
1856,No,,Yes,950.0,Yes
1857,No,,Yes,950.0,Yes
1858,Yes,Yes,Yes,1520.0,No
1859,No,,Yes,950.0,Yes
1860,Yes,Yes,Yes,2150.0,No
1861,Yes,,Yes,1830.0,No
1862,Yes,,Yes,1000.0,No
1863,Yes,,Yes,1700.0,No
1864,Yes,,Yes,1300.0,No
1865,Yes,Yes,Yes,2150.0,Yes
1866,Yes,Yes,Yes,1520.0,Yes
1867,Yes,Yes,Yes,1520.0,No
1868,Yes,Yes,Yes,1700.0,Yes
1869,Yes,Yes,Yes,1500.0,Yes
1870,Yes,Yes,Yes,2080.0,Yes
1871,Yes,Yes,Yes,1700.0,No
1872,Yes,,Yes,1500.0,Yes
1873,Yes,,Yes,6800.0,No
1874,Yes,,Yes,1000.0,
1875,Yes,,Yes,1540.0,No
1876,Yes,Yes,Yes,1700.0,No
1877,Yes,Yes,Yes,1830.0,No
1878,No,,Yes,1500.0,Yes
1879,Yes,Yes,Yes,1540.0,Yes
1880,Yes,,Yes,1830.0,No
1881,Yes,,Yes,1830.0,No
1882,Yes,,Yes,1500.0,
1883,Yes,,Yes,1000.0,Yes
1884,Yes,,Yes,1500.0,Yes
1885,Yes,,Yes,1540.0,No
1886,No,,Yes,900.0,Yes
1887,Yes,,Yes,1500.0,Yes
1888,Yes,,Yes,1500.0,
1889,Yes,,Yes,1830.0,No
1890,Yes,Yes,Yes,1830.0,No
1891,Yes,,Yes,1500.0,
1892,Yes,,Yes,1500.0,No
1893,Yes,,Yes,1500.0,Yes
1894,Yes,,Yes,1500.0,Yes
1895,Yes,,Yes,1500.0,Yes
1896,Yes,Yes,Yes,1500.0,Yes
1897,Yes,,Yes,1500.0,No
1898,Yes,,Yes,1500.0,Yes
1899,Yes,,Yes,1500.0,Yes
1900,Yes,,Yes,1500.0,Yes
1901,No,,Yes,900.0,Yes
1902,No,,No,950.0,Yes
1903,No,,Yes,900.0,Yes
1904,No,,Yes,900.0,Yes
1905,No,,Yes,950.0,Yes
1906,No,,No,950.0,Yes
1907,No,,Yes,1500.0,Yes
1908,No,,Yes,950.0,Yes
1909,No,,No,900.0,Yes
1910,No,,No,1100.0,Yes
1911,No,,Yes,950.0,Yes
1912,No,,Yes,1280.0,Yes
1913,No,,No,,Yes
1914,No,,Yes,950.0,Yes
1915,No,,Yes,950.0,Yes
1916,No,,No,950.0,No
1917,Yes,,Yes,1500.0,
1918,No,,Yes,900.0,No
1919,Yes,,Yes,1500.0,No
1920,Yes,,Yes,1500.0,Yes
1921,Yes,,Yes,1500.0,Yes
1922,Yes,,Yes,1500.0,Yes
1923,No,,Yes,900.0,Yes
1924,Yes,,Yes,1500.0,No
1925,Yes,,Yes,6400.0,No
1926,No,,Yes,950.0,Yes
1927,No,,No,950.0,Yes
1928,No,,No,950.0,Yes
1929,No,,No,670.0,Yes
1930,Yes,,Yes,1500.0,Yes
1931,Yes,,Yes,1280.0,Yes
1932,Yes,,Yes,1500.0,Yes
1933,Yes,,Yes,1500.0,Yes
1934,Yes,,Yes,1500.0,Yes
1935,Yes,,Yes,1500.0,No
1936,Yes,,Yes,1500.0,No
1937,No,,No,900.0,Yes
1938,No,,Yes,1250.0,Yes
1939,No,,Yes,900.0,Yes
1940,No,,No,900.0,Yes
1941,No,,No,950.0,Yes
1942,No,,No,900.0,Yes
1943,No,,No,900.0,Yes
1944,No,,No,1500.0,Yes
1945,No,,No,1500.0,Yes
1946,Yes,,Yes,1500.0,No
1947,No,,Yes,900.0,Yes
1948,Yes,,Yes,950.0,No
1949,No,,No,900.0,Yes
1950,Yes,,Yes,1500.0,Yes
1951,Yes,,Yes,1500.0,Yes
1952,No,,Yes,900.0,Yes
1953,Yes,,Yes,1250.0,Yes
1954,Yes,,No,,No
1955,Yes,,Yes,1500.0,No
1956,Yes,,Yes,1500.0,
1957,Yes,,Yes,1500.0,Yes
1958,Yes,,Yes,1500.0,Yes
1959,Yes,,Yes,1500.0,Yes
1960,No,,No,950.0,Yes
1961,No,,No,900.0,Yes
1962,No,,No,800.0,Yes
1963,No,,Yes,900.0,Yes
1964,No,,Yes,900.0,Yes
1965,No,,Yes,900.0,Yes
1966,No,,Yes,900.0,Yes
1967,No,,Yes,900.0,Yes
1968,No,,Yes,900.0,Yes
1969,No,,Yes,950.0,Yes
1970,No,,No,1500.0,Yes
1971,No,,Yes,900.0,Yes
1972,Yes,,Yes,,No
1973,Yes,,Yes,950.0,No
1974,No,,No,1000.0,Yes
1975,No,,Yes,900.0,Yes
1976,Yes,,Yes,1500.0,Yes
1977,No,,No,1500.0,Yes
1978,Yes,,Yes,1000.0,Yes
1979,No,,No,950.0,Yes
1980,No,,No,900.0,No
1981,No,,No,800.0,Yes
1982,Yes,,Yes,1500.0,Yes
1983,Yes,,Yes,1500.0,Yes
1984,No,,Yes,900.0,Yes
1985,No,,No,,Yes
1986,No,,Yes,900.0,Yes
1987,No,,No,1500.0,Yes
1988,No,,No,800.0,Yes
1989,Yes,,Yes,1500.0,No
1990,Yes,,Yes,1000.0,Yes
1991,No,,No,950.0,Yes
1992,Yes,,No,1500.0,No
1993,No,,No,800.0,Yes
1994,No,,Yes,1100.0,Yes
1995,Yes,,No,1500.0,No
1996,Yes,,No,900.0,No
1997,No,,No,900.0,Yes
1998,No,,No,950.0,Yes
1999,No,,No,900.0,Yes
2000,No,,Yes,950.0,Yes
2001,No,,No,900.0,Yes
2002,No,,No,900.0,Yes
2003,No,,No,900.0,Yes
2004,Yes,,No,900.0,No
2005,Yes,,Yes,1500.0,Yes
2006,Yes,,No,1500.0,Yes
2007,Yes,,Yes,1000.0,Yes
2008,No,,Yes,900.0,Yes
2009,No,,No,1000.0,Yes
2010,No,,No,950.0,Yes
2011,No,,No,950.0,Yes
2012,Yes,,No,1300.0,Yes
2013,Yes,,No,,Yes
2014,Yes,,No,1000.0,Yes
2015,No,,No,950.0,Yes
2016,No,,No,1000.0,Yes
2017,Yes,,No,1000.0,Yes
2018,No,,No,800.0,Yes
2019,No,,No,800.0,Yes
2020,Yes,,No,950.0,Yes
2021,No,,No,950.0,Yes
2022,Yes,,No,950.0,No
2023,No,,No,950.0,Yes
2024,No,,Yes,1100.0,Yes
2025,No,,No,900.0,Yes
2026,Yes,,Yes,1000.0,Yes
2027,Yes,,No,1000.0,Yes
2028,Yes,,No,1000.0,Yes
2029,No,,No,800.0,No
2030,No,,No,800.0,Yes
2031,No,,No,800.0,No
2032,No,,No,950.0,Yes
2033,No,,Yes,900.0,Yes
2034,No,,Yes,800.0,Yes
2035,No,,No,900.0,Yes
2036,No,,No,950.0,Yes
2037,No,,No,950.0,Yes
2038,No,,No,,No
2039,Yes,,Yes,1030.0,Yes
2040,No,,No,800.0,Yes
2041,Yes,,No,950.0,No
2042,No,,No,950.0,Yes
2043,No,,No,900.0,Yes
2044,No,,No,900.0,Yes
2045,No,,No,900.0,Yes
2046,No,,No,900.0,Yes
2047,No,,No,1000.0,No
2048,Yes,,No,1000.0,Yes
2049,No,,No,900.0,Yes
2050,No,,No,900.0,No
2051,No,,No,800.0,Yes
2052,No,,Yes,900.0,Yes
2053,No,,No,,No
2054,No,,No,1350.0,Yes
2055,No,,No,900.0,No
2056,No,,No,800.0,Yes
2057,No,,No,800.0,Yes
2058,No,,No,,Yes
2059,No,,No,800.0,Yes
2060,No,,No,800.0,Yes
2061,No,,No,860.0,No
2062,No,,No,1000.0,No
2063,No,,No,900.0,Yes
2064,No,,No,800.0,Yes
2065,No,,No,800.0,Yes
2066,No,,No,800.0,Yes
2067,No,,No,1000.0,No
2068,No,,No,900.0,Yes
2069,No,,No,800.0,Yes
2070,No,,No,800.0,Yes
2071,No,,No,900.0,Yes
2072,Yes,,No,960.0,No
2073,No,,No,800.0,No
2074,No,,No,800.0,Yes
2075,No,,No,830.0,Yes
2076,No,,No,900.0,No
2077,No,,No,800.0,Yes
2078,No,,Yes,800.0,No
2079,No,,Yes,800.0,Yes
2080,No,,Yes,800.0,Yes
2081,No,,No,750.0,No
2082,No,,No,830.0,No
2083,No,,No,750.0,Yes
2084,No,,No,900.0,Yes
2085,No,,No,,No
2086,No,,No,900.0,No
2087,No,,No,900.0,Yes
2088,No,,No,900.0,Yes
2089,No,,No,900.0,No
2090,No,,No,900.0,No
2091,No,,No,1000.0,No
2092,No,,No,820.0,Yes
2093,No,,No,830.0,Yes
2094,No,,No,1050.0,Yes
2095,No,,No,1000.0,Yes
2096,No,,No,1000.0,Yes
2097,No,,No,800.0,Yes
2098,No,,No,800.0,Yes
2099,No,,No,800.0,No
2100,No,,No,750.0,No
2101,No,,No,,No
2102,No,,No,860.0,Yes
2103,No,,No,800.0,Yes
2104,No,,No,750.0,No
2105,No,,No,800.0,No
2106,No,,No,800.0,No
2107,No,,No,900.0,No
2108,No,,No,950.0,No
2109,No,,No,,No
2110,No,,No,800.0,No
2111,No,,No,980.0,No
2112,No,,No,1110.0,No
2113,No,,No,1000.0,No
2114,No,,No,900.0,No
2115,No,,No,950.0,No
2116,No,,No,,No
2117,No,,No,800.0,Yes
2118,No,,No,750.0,Yes
2119,No,,No,1050.0,No
2120,No,,No,,No
2121,No,,No,830.0,Yes
2122,No,,No,830.0,No
2123,No,,No,1100.0,No
2124,No,,No,,No
2125,No,,No,800.0,No
2126,No,,No,700.0,Yes
2127,No,,No,,Yes
2128,No,,No,,No
2129,No,,No,750.0,No
2130,No,,No,800.0,Yes
2131,No,,No,800.0,Yes
2132,No,,No,750.0,Yes
2133,No,,No,,Yes
2134,No,,No,820.0,No
2135,No,,No,830.0,No
2136,No,,No,830.0,No
2137,No,,No,,No
2138,No,,No,830.0,No
2139,No,,No,830.0,No
2140,No,,No,800.0,No
2141,Yes,,Yes,3000.0,
2142,Yes,,Yes,3400.0,
2143,Yes,,Yes,3000.0,No
2144,Yes,,Yes,4000.0,No
2145,Yes,Yes,Yes,3400.0,No
2146,Yes,,Yes,3150.0,No
2147,Yes,,Yes,2760.0,No
2148,Yes,,Yes,3260.0,No
2149,Yes,Yes,Yes,3060.0,No
2150,Yes,,Yes,3070.0,No
2151,Yes,,Yes,4100.0,No
2152,Yes,,Yes,3100.0,No
2153,Yes,,Yes,3060.0,No
2154,Yes,,Yes,3020.0,No
2155,Yes,,Yes,2870.0,No
2156,Yes,Yes,Yes,2560.0,No
2157,Yes,,Yes,4100.0,No
2158,Yes,,Yes,,No
2159,Yes,,Yes,3140.0,No
2160,Yes,Yes,Yes,3050.0,No
2161,Yes,,Yes,2500.0,No
2162,Yes,,Yes,3150.0,No
2163,Yes,,Yes,3100.0,No
2164,Yes,,Yes,3140.0,No
2165,Yes,,Yes,2500.0,No
2166,Yes,Yes,Yes,3350.0,No
2167,Yes,,Yes,3100.0,No
2168,Yes,Yes,Yes,2400.0,No
2169,Yes,,Yes,1800.0,No
2170,Yes,,Yes,1700.0,No
2171,Yes,,Yes,1600.0,No
2172,Yes,,Yes,4000.0,Yes
2173,Yes,,Yes,4000.0,Yes
2174,Yes,,Yes,1300.0,Yes
2175,Yes,,Yes,3200.0,
2176,Yes,,Yes,1800.0,Yes
2177,Yes,,Yes,3000.0,Yes
2178,Yes,,Yes,4000.0,Yes
2179,Yes,,Yes,1800.0,Yes
2180,Yes,,Yes,1800.0,Yes
2181,Yes,,Yes,1600.0,Yes
2182,Yes,,Yes,2000.0,Yes
2183,Yes,,Yes,3000.0,Yes
2184,Yes,,Yes,2000.0,Yes
2185,Yes,,Yes,2500.0,Yes
2186,Yes,,Yes,2500.0,Yes
2187,Yes,,Yes,2500.0,Yes
