,GPS,NFC,audio_jack,battery,radio
3649,Yes,Yes,Yes,2100.0,No
3650,Yes,Yes,Yes,1800.0,No
3651,No,,Yes,1000.0,No
3652,Yes,,Yes,1200.0,Yes
3653,Yes,Yes,Yes,3100.0,Yes
3654,Yes,Yes,Yes,3100.0,Yes
3655,Yes,Yes,Yes,2300.0,No
3656,Yes,,Yes,1650.0,No
3657,Yes,,Yes,1750.0,No
3658,Yes,,Yes,2100.0,No
3659,Yes,,Yes,1700.0,No
3660,Yes,,Yes,4000.0,No
3661,Yes,,Yes,7000.0,No
3662,Yes,,Yes,7000.0,No
3663,No,,Yes,1000.0,No
3664,Yes,,Yes,1600.0,No
3665,Yes,,Yes,1500.0,Yes
3666,No,,Yes,800.0,No
3667,No,,Yes,1000.0,Yes
3668,No,,Yes,800.0,Yes
3669,No,,No,800.0,No
3670,No,,Yes,1000.0,Yes
3671,Yes,,Yes,1200.0,Yes
3672,Yes,,Yes,1000.0,No
3673,Yes,Yes,Yes,1650.0,No
3674,Yes,,Yes,1300.0,Yes
3675,Yes,,Yes,1300.0,Yes
3676,Yes,,Yes,1300.0,No
3677,Yes,,Yes,6100.0,No
3678,No,,Yes,1000.0,Yes
3679,No,,Yes,1000.0,Yes
3680,Yes,,Yes,1500.0,No
3681,Yes,,Yes,1500.0,Yes
3682,Yes,,Yes,1750.0,Yes
3683,Yes,Yes,Yes,2100.0,No
3684,Yes,Yes,Yes,2100.0,No
3685,Yes,Yes,Yes,2100.0,No
3686,Yes,Yes,Yes,2100.0,Yes
3687,No,,Yes,800.0,Yes
3688,Yes,,Yes,1000.0,
3689,Yes,,Yes,2500.0,Yes
3690,Yes,,Yes,1200.0,Yes
3691,Yes,,Yes,1200.0,Yes
3692,Yes,,Yes,2000.0,Yes
3693,Yes,,Yes,7000.0,No
3694,Yes,,Yes,7000.0,No
3695,Yes,,Yes,1650.0,No
3696,Yes,,Yes,1500.0,
3697,Yes,,Yes,1500.0,Yes
3698,Yes,Yes,Yes,1500.0,Yes
3699,Yes,Yes,Yes,1300.0,Yes
3700,Yes,,Yes,1650.0,Yes
3701,Yes,,Yes,1200.0,Yes
3702,Yes,,Yes,4000.0,No
3703,Yes,,Yes,4000.0,No
3704,Yes,Yes,Yes,1500.0,Yes
3705,No,,Yes,1000.0,Yes
3706,No,,Yes,1000.0,Yes
3707,No,,Yes,1000.0,Yes
3708,Yes,Yes,Yes,1750.0,No
3709,Yes,,Yes,1650.0,No
3710,Yes,Yes,Yes,1750.0,No
3711,Yes,,Yes,5100.0,No
3712,Yes,Yes,Yes,1850.0,No
3713,Yes,,Yes,1750.0,Yes
3714,Yes,Yes,Yes,,
3715,Yes,Yes,Yes,2500.0,Yes
3716,Yes,Yes,Yes,2500.0,No
3717,Yes,,Yes,1650.0,
3718,Yes,,Yes,1300.0,Yes
3719,Yes,,Yes,1800.0,Yes
3720,Yes,,Yes,1300.0,Yes
3721,Yes,,Yes,1350.0,Yes
3722,No,,Yes,800.0,Yes
3723,Yes,,Yes,1000.0,No
3724,Yes,,Yes,1500.0,No
3725,Yes,,Yes,1500.0,No
3726,No,,No,800.0,Yes
3727,No,,Yes,1000.0,Yes
3728,No,,Yes,800.0,Yes
3729,Yes,,Yes,1650.0,Yes
3730,Yes,,Yes,1500.0,Yes
3731,Yes,Yes,Yes,1850.0,No
3732,No,,Yes,1000.0,Yes
3733,Yes,,Yes,1500.0,
3734,No,,No,1300.0,Yes
3735,No,,Yes,800.0,Yes
3736,Yes,Yes,Yes,1850.0,No
3737,Yes,Yes,Yes,1750.0,No
3738,Yes,Yes,Yes,1650.0,Yes
3739,Yes,,Yes,1800.0,No
3740,Yes,,Yes,1500.0,No
3741,Yes,,Yes,1650.0,No
3742,Yes,,Yes,1200.0,No
3743,Yes,,Yes,1500.0,No
3744,Yes,,Yes,4000.0,No
3745,Yes,,Yes,4000.0,No
3746,Yes,,Yes,1500.0,Yes
3747,Yes,Yes,Yes,1850.0,No
3748,No,,Yes,1000.0,Yes
3749,Yes,,Yes,5100.0,No
3750,Yes,,Yes,5100.0,No
3751,Yes,Yes,Yes,2500.0,Yes
3752,Yes,Yes,Yes,1650.0,No
3753,Yes,Yes,Yes,,No
3754,Yes,Yes,Yes,1850.0,No
3755,Yes,Yes,Yes,1800.0,No
3756,Yes,,Yes,1500.0,Yes
3757,Yes,Yes,Yes,1350.0,Yes
3758,Yes,Yes,Yes,1200.0,Yes
3759,Yes,Yes,Yes,1850.0,No
3760,Yes,Yes,Yes,1850.0,No
3761,Yes,,Yes,6100.0,No
3762,Yes,,Yes,1500.0,Yes
3763,Yes,,Yes,1350.0,Yes
3764,Yes,,Yes,1200.0,Yes
3765,Yes,,Yes,1200.0,Yes
3766,Yes,,Yes,1200.0,Yes
3767,Yes,,Yes,,
3768,No,,Yes,1000.0,Yes
3769,No,,Yes,1000.0,Yes
3770,Yes,,Yes,1500.0,Yes
3771,Yes,,Yes,1700.0,No
3772,Yes,,Yes,1650.0,Yes
3773,Yes,,Yes,1600.0,No
3774,Yes,,No,1300.0,No
3775,Yes,,Yes,1500.0,No
3776,No,,Yes,1000.0,No
3777,Yes,,Yes,1000.0,No
3778,No,,Yes,1000.0,
3779,Yes,,Yes,1500.0,No
3780,Yes,,Yes,1500.0,No
3781,No,,No,,No
3782,No,,No,800.0,Yes
3783,No,,No,800.0,No
3784,No,,Yes,800.0,Yes
3785,Yes,,Yes,1200.0,Yes
3786,No,,Yes,1000.0,Yes
3787,No,,No,800.0,No
3788,No,,Yes,1000.0,Yes
3789,No,,No,1000.0,Yes
3790,Yes,,Yes,1650.0,Yes
3791,No,,Yes,1200.0,Yes
3792,No,,Yes,1200.0,Yes
3793,No,,Yes,1000.0,Yes
3794,No,,Yes,1000.0,Yes
3795,Yes,,Yes,1160.0,
3796,Yes,,Yes,1500.0,No
3797,Yes,,Yes,1500.0,No
3798,Yes,Yes,Yes,1500.0,
3799,Yes,Yes,Yes,1500.0,No
3800,No,,Yes,1000.0,Yes
3801,No,,Yes,4000.0,No
3802,Yes,,Yes,7000.0,No
3803,Yes,,Yes,6800.0,No
3804,Yes,,Yes,7000.0,No
3805,Yes,,Yes,6000.0,No
3806,Yes,,Yes,6000.0,No
3807,Yes,Yes,Yes,1500.0,No
3808,No,,No,800.0,No
3809,No,,Yes,1000.0,Yes
3810,Yes,,Yes,1350.0,Yes
3811,Yes,Yes,Yes,1650.0,Yes
3812,No,,Yes,1000.0,Yes
3813,No,,Yes,1000.0,Yes
3814,Yes,Yes,Yes,1200.0,Yes
3815,Yes,,Yes,6860.0,No
3816,Yes,,Yes,2500.0,Yes
3817,No,,Yes,960.0,Yes
3818,No,,No,800.0,Yes
3819,No,,Yes,800.0,Yes
3820,No,,Yes,800.0,Yes
3821,Yes,,Yes,1650.0,Yes
3822,Yes,,Yes,1350.0,Yes
3823,Yes,,Yes,1350.0,Yes
3824,Yes,,Yes,1350.0,Yes
3825,Yes,,Yes,1350.0,Yes
3826,Yes,,Yes,1200.0,Yes
3827,Yes,,Yes,1200.0,Yes
3828,Yes,,Yes,1650.0,No
3829,No,,Yes,1000.0,Yes
3830,Yes,,Yes,1750.0,No
3831,Yes,,Yes,1500.0,No
3832,Yes,,Yes,1600.0,No
3833,Yes,Yes,Yes,1500.0,No
3834,Yes,,Yes,1500.0,No
3835,No,,Yes,,Yes
3836,No,,No,900.0,Yes
3837,No,,Yes,960.0,Yes
3838,Yes,,Yes,1650.0,No
3839,Yes,,No,1000.0,No
3840,Yes,,No,1000.0,Yes
3841,No,,Yes,800.0,Yes
3842,Yes,,Yes,,No
3843,No,,Yes,1080.0,Yes
3844,Yes,,No,880.0,No
3845,Yes,,Yes,,No
3846,No,,Yes,1000.0,Yes
3847,No,,Yes,1000.0,Yes
3848,No,,No,1000.0,Yes
3849,No,,No,1000.0,No
3850,No,,No,800.0,No
3851,No,,Yes,800.0,Yes
3852,Yes,,Yes,1500.0,Yes
3853,Yes,,Yes,1500.0,Yes
3854,Yes,,Yes,1200.0,Yes
3855,Yes,,Yes,1500.0,Yes
3856,Yes,,Yes,1500.0,No
3857,Yes,,Yes,4000.0,No
3858,Yes,,Yes,4000.0,No
3859,Yes,,Yes,4000.0,No
3860,Yes,,Yes,4000.0,No
3861,No,,No,800.0,No
3862,Yes,,No,1140.0,No
3863,No,,Yes,1140.0,No
3864,Yes,,Yes,1500.0,Yes
3865,No,,No,880.0,No
3866,Yes,,Yes,1000.0,
3867,Yes,,Yes,1500.0,Yes
3868,Yes,,Yes,1500.0,Yes
3869,Yes,,Yes,1500.0,No
3870,Yes,,Yes,1000.0,No
3871,Yes,,Yes,1200.0,Yes
3872,Yes,,No,1300.0,Yes
3873,Yes,,No,1500.0,No
3874,No,,,900.0,Yes
3875,Yes,,Yes,1200.0,Yes
3876,No,,Yes,800.0,Yes
3877,Yes,,Yes,1500.0,No
3878,No,,No,1000.0,Yes
3879,No,,No,800.0,Yes
3880,Yes,,No,1000.0,No
3881,Yes,,Yes,1500.0,Yes
3882,Yes,,Yes,1500.0,No
3883,Yes,,Yes,,No
3884,Yes,,No,1000.0,No
3885,Yes,,No,1000.0,No
3886,Yes,,No,1000.0,No
3887,No,,No,800.0,Yes
3888,Yes,,Yes,1500.0,No
3889,Yes,,Yes,1500.0,Yes
3890,Yes,,Yes,1500.0,Yes
3891,Yes,,No,1000.0,No
3892,Yes,,No,1000.0,No
3893,No,,Yes,1500.0,No
3894,Yes,,Yes,1500.0,Yes
3895,Yes,,No,1500.0,No
3896,Yes,,Yes,1500.0,No
3897,No,,No,1000.0,No
3898,Yes,,No,1500.0,No
3899,Yes,,No,1160.0,No
3900,Yes,,No,1000.0,No
3901,No,,No,1000.0,No
3902,Yes,,Yes,1200.0,Yes
3903,Yes,,Yes,1200.0,Yes
3904,Yes,,Yes,1200.0,Yes
3905,Yes,,Yes,1500.0,Yes
3906,Yes,,Yes,1500.0,Yes
3907,No,,No,1200.0,Yes
3908,Yes,,No,1300.0,No
3909,No,,Yes,1000.0,Yes
3910,No,,No,1150.0,No
3911,Yes,,Yes,1500.0,Yes
3912,Yes,,Yes,1500.0,No
3913,Yes,,Yes,1500.0,Yes
3914,Yes,,Yes,1500.0,Yes
3915,No,,No,1000.0,Yes
3916,No,,No,,Yes
3917,No,,No,1000.0,No
3918,No,,No,960.0,Yes
3919,No,,No,960.0,Yes
3920,Yes,,No,1000.0,No
3921,Yes,,No,1000.0,No
3922,Yes,,No,1000.0,No
3923,Yes,,Yes,1500.0,Yes
3924,Yes,,Yes,1800.0,Yes
3925,No,,Yes,960.0,Yes
3926,No,,Yes,960.0,Yes
3927,No,,No,2000.0,Yes
3928,No,,No,800.0,Yes
3929,No,,Yes,1000.0,Yes
3930,Yes,,Yes,1000.0,Yes
3931,No,,No,960.0,Yes
3932,No,,No,800.0,Yes
3933,No,,No,800.0,No
3934,No,,No,900.0,Yes
3935,No,,No,960.0,Yes
3936,No,,Yes,800.0,Yes
3937,No,,Yes,960.0,Yes
3938,No,,Yes,960.0,Yes
3939,No,,No,960.0,Yes
3940,No,,,960.0,Yes
3941,No,,No,800.0,Yes
3942,No,,No,1000.0,Yes
3943,No,,No,1200.0,Yes
3944,No,,Yes,960.0,Yes
3945,No,,Yes,960.0,Yes
3946,Yes,,Yes,1150.0,No
3947,No,,No,960.0,Yes
3948,No,,No,800.0,No
3949,Yes,,No,1000.0,No
3950,No,,Yes,960.0,Yes
3951,Yes,,Yes,1500.0,No
3952,No,,No,1000.0,No
3953,No,,Yes,960.0,Yes
3954,No,,No,960.0,Yes
3955,Yes,,Yes,1500.0,No
3956,No,,No,1000.0,Yes
3957,No,,No,1000.0,Yes
3958,No,,No,1000.0,Yes
3959,No,,No,1000.0,Yes
3960,No,,No,,No
3961,Yes,,No,1500.0,Yes
3962,Yes,,Yes,1500.0,No
3963,No,,No,1080.0,No
3964,Yes,,Yes,1500.0,Yes
3965,Yes,,Yes,1500.0,Yes
3966,Yes,,Yes,960.0,Yes
3967,No,,Yes,800.0,Yes
3968,No,,No,1000.0,Yes
3969,Yes,,No,1500.0,Yes
3970,No,,No,800.0,Yes
3971,No,,No,800.0,No
3972,No,,No,800.0,Yes
3973,No,,No,1000.0,Yes
3974,Yes,,No,1080.0,Yes
3975,No,,No,960.0,Yes
3976,No,,No,800.0,No
3977,No,,No,800.0,Yes
3978,No,,No,1000.0,Yes
3979,No,,No,960.0,No
3980,Yes,,Yes,1440.0,No
3981,Yes,,No,1080.0,No
3982,No,,Yes,880.0,No
3983,Yes,,Yes,1440.0,No
3984,Yes,,Yes,1480.0,No
3985,Yes,,No,1440.0,No
3986,No,,No,960.0,No
3987,No,,Yes,960.0,No
3988,No,,No,800.0,Yes
3989,Yes,,No,1000.0,Yes
3990,No,,No,1000.0,Yes
3991,No,,No,1000.0,Yes
3992,No,,No,1000.0,Yes
3993,No,,No,1000.0,No
3994,Yes,,No,960.0,No
3995,No,,No,1200.0,No
3996,No,,No,1000.0,Yes
3997,Yes,,No,880.0,No
3998,No,,No,960.0,Yes
3999,No,,Yes,800.0,Yes
4000,No,,Yes,800.0,Yes
4001,Yes,,Yes,1200.0,Yes
4002,Yes,,Yes,1100.0,Yes
4003,Yes,,Yes,1500.0,Yes
4004,Yes,,Yes,1500.0,Yes
4005,Yes,,No,1480.0,Yes
4006,Yes,,No,1500.0,Yes
4007,Yes,,No,1000.0,Yes
4008,No,,No,800.0,Yes
4009,No,,Yes,800.0,Yes
4010,No,,No,800.0,Yes
4011,No,,No,,No
4012,No,,No,800.0,Yes
4013,Yes,,No,1480.0,No
4014,No,,No,880.0,Yes
4015,No,,No,960.0,Yes
4016,No,,No,800.0,Yes
4017,No,,No,800.0,No
4018,Yes,,Yes,1500.0,No
4019,No,,No,800.0,Yes
4020,No,,No,,Yes
4021,No,,No,800.0,Yes
4022,No,,No,800.0,Yes
4023,Yes,,No,1000.0,No
4024,No,,No,800.0,No
4025,Yes,,No,1000.0,No
4026,No,,No,1000.0,Yes
4027,No,,No,1000.0,Yes
4028,Yes,,No,1000.0,Yes
4029,Yes,,Yes,1500.0,Yes
4030,Yes,,No,880.0,Yes
4031,Yes,,Yes,960.0,Yes
4032,No,,Yes,880.0,Yes
4033,Yes,,No,,Yes
4034,Yes,,No,960.0,Yes
4035,No,,No,960.0,No
4036,No,,No,800.0,Yes
4037,No,,No,,Yes
4038,No,,No,800.0,Yes
4039,Yes,,No,1000.0,No
4040,No,,No,800.0,Yes
4041,No,,No,800.0,Yes
4042,No,,No,880.0,Yes
4043,Yes,,No,1300.0,Yes
4044,No,,No,880.0,Yes
4045,No,No,Yes,,
4046,No,,No,750.0,Yes
4047,No,,No,750.0,No
4048,No,,No,800.0,Yes
4049,No,,No,800.0,Yes
4050,No,,No,800.0,Yes
4051,No,,Yes,800.0,Yes
4052,No,,No,1200.0,Yes
4053,No,,No,1000.0,Yes
4054,Yes,,No,1200.0,Yes
4055,No,,No,1140.0,Yes
4056,No,,No,1140.0,Yes
4057,No,,No,960.0,Yes
4058,No,,No,800.0,No
4059,No,,No,,No
4060,No,,No,,No
4061,Yes,,No,1330.0,No
4062,No,,No,880.0,No
4063,Yes,,No,,No
4064,No,,No,,No
4065,No,,No,800.0,Yes
4066,No,,No,800.0,No
4067,No,,No,1000.0,Yes
4068,No,,No,1000.0,No
4069,No,,No,1000.0,Yes
4070,No,,No,1000.0,No
4071,No,,No,1300.0,No
4072,Yes,,No,1800.0,No
4073,No,,No,1000.0,No
4074,Yes,,No,1200.0,Yes
4075,No,,No,960.0,Yes
4076,No,,No,960.0,Yes
4077,Yes,,No,1000.0,Yes
4078,No,,No,880.0,Yes
4079,No,,Yes,960.0,Yes
4080,No,,Yes,800.0,Yes
4081,No,,No,880.0,No
4082,No,,No,800.0,No
4083,No,,No,800.0,No
4084,Yes,,No,1000.0,No
4085,No,,No,800.0,No
4086,No,,No,800.0,No
4087,No,,Yes,800.0,Yes
4088,No,,No,,Yes
4089,No,,No,,No
4090,No,,No,1300.0,Yes
4091,No,,No,880.0,No
4092,No,,No,800.0,No
4093,No,,No,770.0,Yes
4094,No,,No,1200.0,Yes
4095,No,,No,800.0,Yes
4096,No,,No,,Yes
4097,No,,No,750.0,No
4098,Yes,,Yes,1200.0,Yes
4099,No,,No,880.0,Yes
4100,Yes,,No,1500.0,Yes
4101,No,,No,,Yes
4102,No,,No,800.0,Yes
4103,No,,No,800.0,Yes
4104,No,,No,960.0,Yes
4105,Yes,,No,1440.0,Yes
4106,No,,No,,Yes
4107,No,,No,1000.0,Yes
4108,No,,No,800.0,Yes
4109,No,,No,800.0,Yes
4110,No,,Yes,,Yes
4111,No,,No,1200.0,Yes
4112,No,,No,800.0,Yes
4113,No,,No,,Yes
4114,No,,No,880.0,Yes
4115,No,,No,880.0,Yes
4116,No,,No,1000.0,Yes
4117,Yes,,Yes,1200.0,Yes
4118,No,,No,,Yes
4119,No,,No,1000.0,Yes
4120,No,,No,800.0,No
4121,No,,No,1300.0,No
4122,No,,No,1200.0,Yes
4123,No,,No,880.0,No
4124,No,,No,,No
4125,No,,Yes,960.0,Yes
4126,No,,No,800.0,Yes
4127,No,,No,,No
4128,No,,No,,Yes
4129,No,,No,,Yes
4130,No,,No,880.0,Yes
4131,No,,No,,Yes
4132,No,,No,,No
4133,No,,No,1000.0,No
4134,No,,No,1000.0,No
4135,No,,No,900.0,No
4136,No,,No,800.0,No
4137,No,,No,800.0,No
4138,Yes,,No,1300.0,No
4139,No,,No,,No
4140,No,,No,1000.0,No
4141,No,,No,,Yes
4142,No,,No,880.0,Yes
4143,No,,No,1000.0,No
4144,No,,Yes,880.0,No
4145,No,,No,,Yes
4146,No,,No,1000.0,No
4147,No,,No,1200.0,Yes
4148,Yes,,No,1480.0,No
4149,Yes,,Yes,,Yes
4150,Yes,,Yes,1200.0,Yes
4151,No,,No,,Yes
4152,No,,Yes,800.0,Yes
4153,No,,Yes,,Yes
4154,No,,No,880.0,No
4155,No,,No,800.0,Yes
4156,No,,No,820.0,No
4157,No,,No,800.0,No
4158,No,,No,,No
4159,No,,No,800.0,Yes
4160,No,,No,880.0,No
4161,No,,No,800.0,No
4162,No,,No,800.0,No
4163,No,,No,800.0,No
4164,No,,No,880.0,No
4165,No,,No,960.0,No
4166,No,,No,800.0,No
4167,No,,No,800.0,No
4168,No,,No,500.0,Yes
4169,No,,No,880.0,Yes
4170,No,,No,800.0,Yes
4171,No,,No,800.0,Yes
4172,No,,No,1000.0,Yes
4173,No,,No,,Yes
4174,No,,No,1000.0,No
4175,No,,No,,No
4176,No,,No,,Yes
4177,No,,Yes,1000.0,No
4178,No,,No,800.0,Yes
4179,No,,No,750.0,Yes
4180,No,,No,,Yes
4181,No,,No,1200.0,No
4182,No,,No,900.0,No
4183,No,,No,880.0,No
4184,No,,No,800.0,Yes
4185,No,,No,,No
4186,No,,No,690.0,No
4187,No,,No,690.0,Yes
4188,No,,No,690.0,No
4189,No,,No,690.0,No
4190,No,,No,1200.0,No
4191,No,,No,950.0,No
4192,No,,No,,No
4193,No,,No,690.0,Yes
4194,No,,No,800.0,Yes
4195,No,,No,880.0,Yes
4196,No,,No,800.0,Yes
4197,No,,No,750.0,No
4198,No,,No,800.0,Yes
4199,No,,No,800.0,Yes
4200,No,,No,750.0,Yes
4201,No,,No,800.0,Yes
4202,No,,No,,Yes
4203,No,,No,750.0,No
4204,No,,No,750.0,No
4205,No,,No,800.0,Yes
4206,No,,No,1200.0,No
4207,Yes,,No,1700.0,No
4208,No,,No,1200.0,No
4209,No,,No,900.0,No
4210,No,,No,720.0,Yes
4211,No,,No,950.0,No
4212,No,,No,800.0,No
4213,No,,No,850.0,No
4214,No,,No,750.0,No
4215,No,,No,,No
4216,No,,No,800.0,Yes
4217,No,,No,750.0,Yes
4218,No,,No,750.0,Yes
4219,No,,No,750.0,No
4220,No,,No,700.0,Yes
4221,No,,No,800.0,Yes
4222,No,,No,750.0,No
4223,No,,No,750.0,No
4224,No,,No,800.0,No
4225,No,,No,880.0,No
4226,No,,No,550.0,No
4227,No,,No,900.0,No
4228,No,,No,900.0,No
4229,No,,No,730.0,Yes
4230,No,,No,800.0,Yes
4231,No,,No,800.0,No
4232,No,,No,800.0,Yes
4233,No,,No,800.0,No
4234,No,,No,630.0,No
4235,No,,No,750.0,No
4236,No,,No,800.0,No
4237,No,,No,1000.0,No
4238,No,,No,750.0,No
4239,No,,No,800.0,No
4240,No,,No,800.0,No
4241,No,,No,800.0,No
4242,No,,No,800.0,No
4243,No,,No,700.0,No
4244,Yes,,Yes,3000.0,Yes
4245,Yes,,Yes,2600.0,Yes
4246,Yes,Yes,Yes,3000.0,No
4247,Yes,,Yes,2040.0,No
4248,Yes,,Yes,1950.0,No
4249,Yes,,Yes,1240.0,Yes
4250,No,,No,1240.0,Yes
4251,No,,No,,No
4252,No,,No,840.0,No
4253,No,,No,780.0,No
4254,Yes,Yes,Yes,4800.0,Yes
4255,Yes,,Yes,4800.0,Yes
4256,Yes,,Yes,1750.0,Yes
4257,No,,Yes,1750.0,Yes
4258,Yes,,No,1850.0,Yes
4259,No,,No,1180.0,No
4260,Yes,Yes,Yes,2620.0,Yes
4261,Yes,Yes,Yes,2900.0,No
4262,Yes,Yes,Yes,3230.0,No
4263,Yes,Yes,Yes,2700.0,Yes
4264,Yes,Yes,Yes,2300.0,Yes
4265,Yes,Yes,Yes,2700.0,Yes
4266,Yes,Yes,Yes,2900.0,No
4267,Yes,Yes,Yes,2300.0,Yes
4268,Yes,Yes,Yes,2700.0,Yes
4269,Yes,Yes,Yes,2700.0,No
4270,Yes,Yes,Yes,2620.0,Yes
4271,Yes,Yes,Yes,2300.0,Yes
4272,Yes,Yes,Yes,2300.0,Yes
4273,Yes,Yes,Yes,3430.0,Yes
4274,Yes,Yes,Yes,3430.0,Yes
4275,Yes,Yes,Yes,2900.0,Yes
4276,Yes,Yes,Yes,2900.0,Yes
4277,Yes,Yes,Yes,2700.0,Yes
4278,Yes,Yes,Yes,2600.0,Yes
4279,Yes,Yes,Yes,2600.0,Yes
4280,Yes,Yes,Yes,2930.0,Yes
4281,Yes,Yes,Yes,2930.0,Yes
4282,Yes,Yes,Yes,2930.0,Yes
4283,Yes,Yes,Yes,2930.0,Yes
4284,Yes,Yes,Yes,2600.0,Yes
4285,Yes,Yes,Yes,2600.0,Yes
4286,Yes,Yes,Yes,2400.0,Yes
4287,Yes,Yes,Yes,2400.0,Yes
4288,Yes,Yes,Yes,6000.0,Yes
4289,Yes,Yes,Yes,6000.0,Yes
4290,Yes,Yes,Yes,2300.0,Yes
4291,Yes,No,Yes,2300.0,Yes
4292,Yes,,Yes,2300.0,Yes
4293,Yes,,Yes,2300.0,Yes
4294,Yes,Yes,Yes,2330.0,Yes
4295,Yes,Yes,Yes,2330.0,Yes
4296,Yes,Yes,Yes,4500.0,Yes
4297,Yes,Yes,Yes,3100.0,Yes
4298,Yes,Yes,Yes,3200.0,Yes
4299,Yes,Yes,Yes,3100.0,Yes
4300,Yes,Yes,Yes,2600.0,Yes
4301,Yes,Yes,Yes,2300.0,Yes
4302,Yes,Yes,Yes,2500.0,Yes
4303,Yes,Yes,Yes,2500.0,Yes
4304,Yes,Yes,Yes,3000.0,Yes
4305,Yes,Yes,Yes,2500.0,Yes
4306,Yes,Yes,No,420.0,No
4307,No,Yes,No,,No
4308,Yes,Yes,Yes,2300.0,Yes
4309,Yes,Yes,Yes,2300.0,Yes
4310,Yes,Yes,Yes,6000.0,Yes
4311,Yes,Yes,Yes,6000.0,Yes
4312,Yes,Yes,Yes,3200.0,Yes
4313,Yes,,Yes,1750.0,Yes
4314,Yes,,Yes,1700.0,Yes
4315,Yes,Yes,Yes,3000.0,Yes
4316,Yes,Yes,Yes,3000.0,Yes
4317,Yes,Yes,Yes,3000.0,Yes
4318,Yes,Yes,Yes,2300.0,Yes
4319,Yes,Yes,Yes,3000.0,Yes
4320,Yes,Yes,Yes,3050.0,Yes
4321,Yes,,Yes,2390.0,Yes
4322,Yes,Yes,Yes,1750.0,Yes
4323,Yes,Yes,Yes,2300.0,Yes
4324,Yes,Yes,Yes,1750.0,Yes
4325,Yes,Yes,Yes,2370.0,Yes
4326,Yes,Yes,Yes,6000.0,Yes
4327,Yes,Yes,Yes,6000.0,Yes
4328,Yes,Yes,Yes,2330.0,Yes
4329,Yes,Yes,Yes,2370.0,Yes
4330,Yes,,Yes,1530.0,Yes
4331,Yes,,Yes,1530.0,Yes
4332,Yes,Yes,Yes,1850.0,Yes
4333,Yes,,Yes,6000.0,No
4334,Yes,,Yes,6000.0,No
4335,Yes,Yes,Yes,1750.0,Yes
4336,Yes,,Yes,1750.0,Yes
4337,Yes,Yes,Yes,1750.0,Yes
4338,Yes,Yes,Yes,1850.0,Yes
4339,Yes,Yes,Yes,1750.0,Yes
4340,Yes,,Yes,1500.0,Yes
4341,Yes,,Yes,1500.0,Yes
4342,Yes,,Yes,1500.0,Yes
4343,Yes,,Yes,1305.0,Yes
4344,Yes,Yes,Yes,1910.0,Yes
4345,Yes,,Yes,1500.0,Yes
4346,Yes,,Yes,1700.0,No
4347,Yes,,Yes,1910.0,Yes
4348,Yes,,Yes,1900.0,Yes
4349,Yes,,Yes,1500.0,No
4350,Yes,Yes,Yes,1320.0,Yes
4351,Yes,,Yes,1320.0,Yes
4352,Yes,Yes,Yes,1305.0,Yes
4353,Yes,Yes,Yes,1750.0,Yes
4354,Yes,Yes,Yes,1900.0,Yes
4355,Yes,Yes,Yes,1900.0,Yes
4356,Yes,,Yes,3080.0,No
4357,Yes,,Yes,3080.0,No
4358,Yes,,Yes,,No
4359,Yes,,Yes,,No
4360,Yes,Yes,Yes,,Yes
4361,Yes,,Yes,,Yes
4362,Yes,,Yes,1500.0,Yes
4363,Yes,,Yes,1500.0,Yes
4364,Yes,,Yes,1200.0,Yes
4365,Yes,,Yes,1500.0,Yes
4366,Yes,,Yes,1200.0,Yes
4367,No,,Yes,1000.0,Yes
4368,No,,Yes,1000.0,Yes
4369,No,,Yes,1000.0,Yes
4370,Yes,,Yes,1200.0,Yes
4371,Yes,,Yes,1200.0,Yes
4372,Yes,,Yes,1200.0,Yes
4373,Yes,,Yes,1200.0,Yes
4374,Yes,,Yes,1500.0,No
4375,Yes,,Yes,1500.0,Yes
4376,Yes,,Yes,1500.0,Yes
4377,Yes,,Yes,1500.0,Yes
4378,Yes,,Yes,1500.0,No
4379,Yes,,Yes,,Yes
4380,Yes,,Yes,1200.0,Yes
4381,No,,Yes,1000.0,Yes
4382,No,,Yes,970.0,Yes
4383,No,,No,930.0,Yes
4384,Yes,,No,870.0,Yes
4385,No,,No,,Yes
4386,No,,Yes,,Yes
4387,Yes,,Yes,930.0,Yes
4388,Yes,,Yes,950.0,Yes
4389,Yes,,Yes,1200.0,Yes
4390,Yes,,Yes,1500.0,Yes
4391,Yes,,Yes,1200.0,Yes
4392,Yes,,No,1000.0,Yes
4393,Yes,,No,1000.0,Yes
4394,No,,No,,Yes
4395,Yes,,Yes,1500.0,No
4396,Yes,,Yes,1500.0,Yes
4397,Yes,,No,,Yes
4398,No,,No,,Yes
4399,No,,No,950.0,Yes
4400,No,,No,950.0,Yes
4401,No,,No,950.0,Yes
4402,Yes,,No,1000.0,Yes
4403,Yes,,No,1000.0,Yes
4404,Yes,,No,1000.0,Yes
4405,No,,No,930.0,Yes
4406,No,,No,,Yes
4407,No,,No,,Yes
4408,Yes,,Yes,930.0,Yes
4409,Yes,,No,1000.0,Yes
4410,No,,No,950.0,Yes
4411,No,,No,950.0,Yes
4412,No,,No,930.0,Yes
4413,No,,No,930.0,Yes
4414,Yes,,No,1000.0,Yes
4415,No,,No,950.0,Yes
4416,Yes,,No,950.0,Yes
4417,Yes,,No,950.0,No
