,SIM,display_size,screen_to_body_ratio,OS
0,Dual,7.0,69.8,Android 6.0
1,Dual,5.5,71.7,Android 6.0
2,Dual,5.0,,Android 6.0
3,No,10.1,68.4,Android 6.0
4,Triple,5.5,69.0,Android 5.1
5,Dual,5.5,70.3,Android 6.0
6,Dual,5.0,66.4,Android 6.0
7,No,8.0,67.1,Android 5.0
8,Dual,5.5,70.2,Windows
9,Dual,4.5,61.7,Android 5.1
10,Dual,4.5,61.7,Android 5.1
11,Dual,5.5,68.8,Android 5.1
12,Dual,5.0,68.1,Android 5.1
13,No,10.1,64.6,Android 5.0
14,No,8.0,67.9,Android 5.0
15,No,10.1,67.8,Android 4.4
16,No,10.1,67.8,Android 4.4
17,Dual,5.0,68.8,Android 5.0
18,Dual,5.0,57.1,Android 4.4.2
19,Dual,4.0,56.8,Android 5.0
20,Dual,4.0,57.0,Windows
21,Dual,4.5,61.5,Android 4.4.4
22,Dual,5.0,69.8,Android 4.4.4
23,Dual,5.0,65.1,Android 4.4.2
24,Single,5.7,72.7,Android 4.4.2
25,Dual,5.0,71.1,Android 4.4.2
26,Triple,5.0,64.1,Android 4.4.2
27,Single,5.0,65.1,Android 4.4.2
28,Dual,4.0,55.6,Android 4.4.2
29,No,8.0,66.4,Android 4.4.2
30,Yes,7.0,64.5,Android 4.2.2
31,Yes,7.0,66.4,Android 4.4.2
32,No,7.0,66.4,Android 4.2.2
33,Dual,4.7,64.0,Android 4.2.2
34,Dual,4.7,65.8,Android 4.2.2
35,Dual,4.0,57.4,Android 4.2.2
36,Yes,7.0,56.7,Android 4.2
37,No,7.0,57.1,Android 4.2
38,No,7.9,68.8,Android 4.2
39,Dual,5.0,64.4,Android 4.2
40,Single,6.0,69.0,Android 4.2.2
41,Dual,3.5,55.8,Android 4.2
42,Dual,5.7,66.2,Android 4.2
43,Single,10.1,65.0,Android 4.2.2
44,Yes,7.9,63.6,Android 4.2
45,No,7.9,63.6,Android 4.2.2
46,Dual,4.5,62.7,Android 4.2.1
47,Dual,3.5,53.1,Android 4.1.1
48,Single,4.3,61.1,Android 4.0
49,Dual,4.5,61.7,Android 4.1.1
50,No,7.0,53.8,Android
51,No,7.0,54.4,Android 4.1
52,No,7.0,56.5,Android 4.1
53,Dual,3.5,53.9,Android 2.3
54,Single,4.3,60.0,Android 4.0.3
55,Dual,4.3,60.0,Android 4.0.3
56,Single,3.7,56.9,Android 4.0
57,Single,4.3,61.0,Android 4.0
58,No,10.1,65.1,Android 4.0
59,No,10.1,65.0,Android 3.2
60,Single,10.1,65.1,Android 4.0
61,No,10.1,65.3,Android 4.0
62,Single,10.1,65.0,Android 4.0
63,No,10.1,65.1,Android 4.0
64,Single,3.6,53.9,Windows
65,Single,3.5,48.3,Android 2.3
66,Single,10.1,64.3,Android 3.0
67,Single,4.8,62.5,Android 2.3
68,No,10.1,64.3,Android 3.0
69,Single,7.0,60.4,Android 3.2
70,No,7.0,60.4,Android 3.0
71,Single,3.2,48.0,Android 2.2
72,Single,2.6,28.6,Android 2.2
73,Single,2.8,41.6,Android 2.2
74,Single,3.2,44.4,Android
75,Single,3.6,50.9,Android 2.2
76,Single,2.6,29.1,Android 1.6
77,Single,2.8,43.0,Android 1.6
78,Single,3.7,51.8,Android 2.1
79,Single,3.5,48.5,Android 2.1
80,Single,3.2,44.7,Windows
81,Single,3.2,44.7,Android 2.1
82,Single,3.2,48.2,Windows
83,Single,2.8,43.4,Android 1.5
84,Single,3.5,48.5,Android 1.6
85,Single,3.8,55.0,Windows
86,Single,3.0,43.5,Windows
87,Single,3.2,46.1,Windows
88,Single,3.2,46.1,Windows
89,Single,2.8,37.5,Windows
90,Single,3.8,55.7,Windows
91,Single,3.8,55.1,Windows
92,Single,2.8,38.7,Windows
93,Dual,2.8,37.9,Windows
94,Dual,5.2,70.8,Android 6.0
95,Dual,6.0,72.9,Android 7.0
96,Dual,5.0,68.4,Android 6.0
97,Single,5.5,71.8,Android 6.0
98,Dual,5.0,68.7,Android 5.1
99,Single,5.0,67.3,Android 6.0
100,Dual,5.5,71.5,Android 6.0
101,Single,7.0,65.3,Android 6.0.1
102,Dual,5.5,71.3,Android 6.0
103,Dual,5.5,71.7,Android 6.0
104,Dual,5.0,68.6,Android 6.0
105,Single,5.5,71.9,Windows
106,Dual,5.5,71.9,Android 6.0.1
107,Dual,5.2,69.9,Android 6.0.1
108,Single,7.0,67.7,Android 6.0
109,Dual,6.0,68.2,Android 5.1
110,Single,6.0,71.8,Android 5.1
111,Single,4.0,58.3,Android 6.0
112,Dual,5.5,70.6,Android 5.1
113,Dual,5.0,68.3,Android 5.1
114,Single,5.5,70.6,Android 5.1.1
115,No,1.22,27.1,Other
116,Dual,5.0,67.1,Android 5.1
117,Single,1.8,,
118,Dual,5.5,71.7,Android 4.4.4
119,Single,4.5,64.0,Android 4.4.2
120,Dual,5.5,72.7,Android 5.0.2
121,Dual,4.7,68.7,Android 5.0.2
122,Yes,5.5,,Android 5.0
123,Single,8.0,71.6,Android 4.4.2
124,Yes,7.0,66.2,Android 5.0
125,Single,7.0,65.7,Android 4.4.2
126,No,7.0,65.7,Android 4.4.2
127,Yes,9.6,74.4,Android 5.0.1
128,Dual,5.0,68.3,Android 4.4.2
129,Dual,4.5,64.8,Android 4.4.2
130,Dual,4.0,58.5,Android 4.4.2
131,Dual,3.5,52.4,Other
132,Single,4.0,58.2,Android 4.4.2
133,Yes,3.5,52.4,Android 4.4.2
134,Yes,5.0,67.8,Android 4.4.2
135,Dual,3.5,52.4,Other
136,Dual,4.5,64.4,Android 4.4
137,Single,4.5,64.4,Android 4.4.2
138,Single,5.0,68.0,Android 4.4.2
139,Yes,4.0,58.1,Android 4.4.2
140,Yes,8.0,69.4,Android 4.4.2
141,Single,8.0,72.8,Android 4.4.2
142,Single,6.0,75.8,Android 4.4.2
143,Dual,3.5,52.3,Android 4.2
144,Single,4.5,62.0,Android 4.4.2
145,Dual,4.0,58.0,Android 4.2
146,No,8.0,71.3,Android 4.4.2
147,Dual,2.8,42.3,
148,Dual,2.4,32.1,
149,Single,1.8,21.0,
150,Dual,2.4,28.1,
151,Dual,2.4,29.7,
152,Yes,7.0,63.6,Android 4.4.2
153,No,7.0,62.3,Android 4.4.2
154,Dual,5.9,70.0,Android 4.3
155,Yes,5.0,67.9,Android 4.4.2
156,Yes,4.0,57.5,Android 4.3
157,No,7.0,,Other
158,Yes,4.5,68.1,Other
159,Yes,3.5,52.4,Other
160,Single,5.0,72.4,Android 4.3
161,Dual,5.0,72.4,Android 4.2
162,Single,4.5,67.9,Android 4.3
163,Dual,4.5,68.1,Android 4.3
164,Yes,2.8,44.5,Android 4.2.2
165,Single,2.4,25.9,
166,Dual,5.0,71.0,Android 4.2.1
167,Dual,5.5,71.3,Android 4.2
168,Single,7.0,63.6,Android 4.2
169,Single,4.5,63.9,Android 4.2
170,Single,4.0,58.6,Android 4.1
171,Dual,5.0,68.0,Android 4.2
172,Dual,4.5,62.5,Android 4.2
173,Dual,4.0,58.0,Android 4.2
174,Dual,3.5,52.3,Android 4.2
175,Single,4.7,66.3,Android 4.2
176,Dual,6.0,77.7,Android 4.2.2
177,Single,4.7,68.3,Android 4.2
178,Dual,4.3,64.7,Android 4.2
179,No,7.0,61.8,Android 4.0.3
180,Dual,3.5,50.9,Android 2.3
181,Dual,5.0,72.7,Android 4.2.1
182,Single,3.5,50.9,Other
183,Dual,4.0,63.5,Android 4.1
184,Dual,5.0,63.5,Android 4.1.2
185,Dual,7.0,56.8,Android 4.0
186,Dual,7.0,60.1,Android 4.1
187,other,8.0,63.7,Android 4.1
188,No,7.0,59.1,Android 4.1
189,No,7.0,59.5,Android 4.1
190,Single,4.65,64.7,Android 4.1
191,Dual,4.66,66.7,Android 4.1
192,Single,3.5,50.9,Android 2.3
193,Single,3.5,51.8,Android 4.1
194,Dual,4.0,58.6,Android 4.1
195,Single,4.5,62.7,Android 4.1
196,Single,5.0,63.8,Android 4.1
197,Single,5.0,63.8,Android 4.1
198,Single,5.0,63.8,Android 4.1
199,Single,3.5,52.2,Android 2.3
200,Dual,4.3,59.6,Android 4.0
201,Single,4.3,59.6,Android 4.0
202,Single,4.0,54.1,Android 2.3
203,Single,3.5,46.1,Android 2.3.5
204,Single,4.0,57.3,Android 4.0
205,Dual,2.8,38.3,Android 2.3
206,Single,2.4,25.4,
207,Single,1.77,23.2,
208,Single,4.5,61.3,Android 4.0
209,Single,4.0,57.4,Android 2.3
210,Single,2.6,27.6,Android 2.3
211,Single,2.8,40.2,
212,Single,2.4,25.4,
213,Single,2.0,20.5,
214,Single,1.5,14.5,
215,Single,1.8,16.4,
216,Single,1.45,13.9,
217,Single,3.5,50.9,Android 2.3.6
218,Dual,2.4,36.4,
219,Single,4.3,60.5,Android 2.3
220,Single,3.5,50.6,Android 2.2
221,Single,2.8,38.5,Android 2.2
222,Single,3.2,46.5,Android 2.3.5
223,Dual,3.2,46.5,Android 2.3.5
224,Single,2.8,38.1,Android 2.1
225,Single,2.4,33.5,
226,Single,1.45,13.9,
227,Single,2.4,35.8,
228,Single,2.2,27.0,
229,Single,2.83,41.1,
230,Single,1.5,14.9,
231,Single,2.8,34.7,
232,Single,2.2,23.2,
233,Single,2.4,35.5,
234,Single,1.8,23.4,
235,Single,1.8,24.9,
236,Single,1.5,14.9,
237,Single,1.3,10.3,
238,Single,1.8,21.6,
239,Single,1.8,25.3,
240,Single,1.9,21.0,
241,Single,1.9,23.9,
242,Single,1.8,25.1,
243,Dual,5.5,70.8,Android 6.0
244,Dual,5.5,72.2,Android 6.0
245,Dual,6.0,76.0,Android 5.1
246,Dual,5.5,73.6,Android 5.1
247,Dual,5.0,68.0,Android 5.1
248,Dual,5.0,68.0,Android 5.1
249,Dual,5.0,68.6,Android 5.0
250,Dual,5.5,70.3,Android 5.1
251,Dual,5.5,70.3,Android 5.1
252,Dual,4.7,66.2,Android 5.0
253,Dual,5.0,66.8,Android 5.1
254,Dual,5.0,66.8,Android 5.1
255,Dual,4.5,60.7,Android 5.1
256,Dual,5.0,65.6,Android 5.1
257,Dual,5.5,72.2,Android 5.1
258,Dual,4.5,62.8,Android 5.1
259,Dual,5.0,69.8,Android 5.1
260,Dual,4.5,63.6,Android 5.1
261,Dual,6.0,73.8,Android 5.1
262,Yes,4.0,56.9,Android 4.2.2
263,Single,4.5,61.7,Android 4.4.2
264,Dual,4.0,59.0,Android 4.4.2
265,Dual,5.0,70.1,Android 4.4.2
266,Dual,5.5,68.4,Android 4.4.2
267,Single,4.7,67.3,Android 4.4.2
268,Single,4.8,67.4,Android 4.4.2
269,Dual,4.0,57.7,Windows
270,Dual,5.0,66.0,Windows
271,Dual,4.7,66.7,Windows
272,Dual,4.0,55.9,Android 4.3
273,Single,5.0,67.8,Android 4.2.2
274,Dual,4.7,65.7,Android 4.2.2
275,Single,5.5,73.8,Android 4.2.2
276,Dual,5.0,66.7,Android 4.3
277,No,7.0,58.7,Android 4.2
278,No,9.7,67.5,Android 4.2.2
279,No,7.0,58.7,Android 4.1.1
280,No,8.0,65.0,Android 4.2.2
281,No,7.0,58.7,Android 4.1
282,Yes,7.9,71.2,Android 4.2
283,No,7.9,69.5,Android 4.2
284,Dual,2.4,28.9,
285,Dual,4.65,63.1,Android 4.1.2
286,Dual,4.3,59.9,Android 4.2.2
287,Dual,4.63,62.0,Android 4.2.2
288,Single,4.5,66.5,Android 4.2
289,Single,5.0,69.8,Android 4.2
290,Dual,3.5,49.7,Android 4.2
291,Dual,4.0,56.1,Android 4.2.2
292,Dual,4.5,61.2,Android 4.2
293,Dual,4.7,65.8,Android 4.2.2
294,Dual,4.7,64.7,Android 4.2
295,Dual,5.3,69.3,Android 4.1
296,Dual,2.8,35.2,
297,Dual,3.5,51.2,Android 2.3.6
298,Dual,4.5,61.0,Android 4.1
299,Dual,4.65,65.4,Android 4.0.4
300,Dual,4.3,61.9,Android 4.0.4
301,Dual,3.95,58.1,Android 4.0.4
302,Dual,4.3,61.9,Android 4.0.4
303,Dual,4.1,60.2,Android 2.3.5
304,Dual,3.5,51.5,Android 2.3.5
305,Dual,1.77,20.3,
306,Dual,2.0,24.4,
307,No,10.1,71.0,Android
308,No,8.0,67.7,Android
309,No,7.0,62.8,Android
310,Single,8.9,62.9,Android 4.4
311,No,7.0,58.1,Android 4.4
312,No,6.0,60.0,Android 4.4
313,Single,4.7,65.8,Android
314,Single,8.9,62.9,Android
315,Single,7.0,59.7,Android
316,No,7.0,58.1,Android
317,Single,8.9,58.4,Android 4.0
318,No,8.9,58.4,Android 4.0
319,No,7.0,53.7,Android 4.0
320,No,7.0,60.5,Android 2.3
321,Single,12.9,76.4,iOS
322,Single,10.5,78.3,iOS
323,Single,9.7,71.6,iOS
324,No,1.65,55.1,Other
325,No,1.5,53.1,Other
326,No,1.65,55.4,Other
327,No,1.5,55.1,Other
328,No,1.65,55.4,Other
329,No,1.65,55.4,Other
330,No,1.5,55.1,Other
331,No,1.5,55.1,Other
332,Single,5.5,67.7,iOS
333,Single,4.7,65.6,iOS
334,Single,9.7,71.6,iOS
335,Single,4.0,60.8,iOS
336,Single,5.5,67.7,iOS
337,Single,4.7,65.6,iOS
338,Single,12.9,77.0,iOS
339,Single,7.9,70.6,iOS
340,No,1.65,56.8,Other
341,No,1.5,55.1,Other
342,No,1.65,56.8,Other
343,No,1.5,55.1,Other
344,No,1.65,57.2,Other
345,No,1.5,55.1,Other
346,Single,9.7,71.6,iOS
347,Single,7.9,71.7,iOS
348,Single,5.5,67.8,iOS
349,Single,4.7,65.8,iOS
350,Single,9.7,71.6,iOS
351,Single,7.9,71.7,iOS
352,Single,4.0,60.8,iOS
353,Single,4.0,59.9,iOS
354,No,7.9,71.7,iOS
355,Single,7.9,71.7,iOS
356,No,9.7,65.1,iOS
357,Single,9.7,65.1,iOS
358,Single,4.0,60.8,iOS
359,Single,9.7,65.1,iOS
360,No,9.7,65.1,iOS
361,Single,3.5,54.0,iOS
362,Single,9.7,65.1,iOS
363,No,9.7,65.1,iOS
364,Single,9.7,65.1,iOS
365,Single,3.5,54.0,iOS
366,Single,3.5,54.0,iOS
367,Single,9.7,63.3,iOS
368,No,9.7,63.3,iOS
369,Single,3.5,50.9,iOS
370,Single,3.5,50.9,iOS
371,Single,3.5,52.0,iOS
372,Dual,5.5,68.5,Android 7.0
373,Dual,5.0,65.8,Android 7.0
374,Dual,5.5,76.2,Android 6.0
375,Dual,5.0,65.4,Android 5.1
376,Dual,5.0,66.5,Android 4.4.4
377,Dual,5.0,67.4,Android 4.4.4
378,Dual,4.0,56.1,Windows
379,Yes,8.0,,Android 4.3
380,Dual,6.4,73.0,Android 4.2.2
381,Dual,5.0,68.1,Android 4.2.2
382,Dual,4.0,59.7,Android 4.2.2
383,Single,5.0,66.5,Android 4.3
384,Single,4.5,63.7,Android 4.3
385,Single,7.9,,Android 7.1
386,Dual,5.0,68.1,Android 6.0
387,Dual,5.2,,Android 7.0
388,Dual,9.7,73.2,Android 6.0
389,Dual,5.7,72.6,Android 7.0
390,Dual,5.5,70.2,Android 6.0.1
391,Dual,6.9,70.3,Android 5.1
392,Single,7.9,69.0,Android 6.0
393,Dual,5.0,67.6,Android 6.0
394,Dual,5.5,72.3,Android 6.0.1
395,Dual,5.5,71.8,Android 6.0.1
396,Single,9.7,72.4,Android 6.0
397,No,1.39,61.9,Android
398,No,9.7,74.0,Android 6.0
399,Dual,5.2,67.7,Android 6.0.1
400,Dual,5.5,73.6,Android 6.0.1
401,Dual,5.2,68.6,Android 6.0.1
402,Dual,5.2,67.7,Android 6.0.1
403,Dual,6.8,72.8,Android 6.0.1
404,Dual,5.7,74.0,Android 6.0.1
405,Dual,5.5,70.6,Android 6.0.1
406,Dual,5.5,69.0,Android 6.0.1
407,Dual,4.5,61.3,Android 6.0
408,Dual,4.5,61.3,Android 5.1
409,Dual,5.5,71.8,Android 5.1
410,Dual,5.0,64.7,Android 4.4
411,Dual,4.5,61.7,Android 5.1
412,Dual,5.0,67.2,Android 5.1
413,No,1.63,42.5,Android
414,No,1.45,40.3,Android
415,No,1.63,42.1,Android
416,Dual,5.5,70.9,Android 5.0
417,Single,5.5,66.6,Android 5.0
418,No,10.1,68.4,Android 5.0
419,Dual,5.0,67.2,Android 5.1
420,Dual,5.5,69.0,Android 5.0.1
421,Dual,5.5,70.8,Android 5.0
422,Dual,6.0,71.8,Android 5.0
423,Dual,6.0,71.8,Android 5.0
424,Dual,5.5,70.8,Android 5.0
425,Dual,5.0,67.1,Android 5.0
426,Dual,5.0,67.1,Android 5.0
427,Single,7.0,67.8,Android 5.0
428,Single,5.0,65.2,Android 5.0
429,Dual,5.5,72.8,Android 5.1.1
430,Single,8.0,72.2,Android 5.0
431,Single,7.0,67.6,Android 5.0
432,Dual,5.5,68.3,Android 5.0
433,Single,5.0,65.1,Android 5.0
434,Dual,5.5,70.8,Android 5.0
435,Dual,5.5,70.8,Android 5.0
436,Single,7.0,67.1,Android 5.0.1
437,Dual,4.5,61.0,Android 4.4.2
438,Dual,7.0,63.6,Android 4.4
439,Dual,5.5,65.9,Android 5.0
440,Dual,5.0,64.7,Android 4.4
441,Dual,5.0,63.9,Android 4.4.2
442,No,10.1,66.4,Android 4.4.2
443,Single,4.5,63.7,Android 4.4.2
444,Single,7.0,62.1,Android 4.4.2
445,No,7.0,62.1,Android 4.4.2
446,Dual,5.0,63.9,Android 4.4.2
447,Dual,4.5,60.1,Android 4.4.2
448,Yes,8.0,70.8,Android 4.4.2
449,No,8.0,70.2,Android 4.4.2
450,No,7.0,66.0,Android 4.4.2
451,Dual,8.0,72.3,Android 4.4.2
452,Dual,7.0,67.1,Android 4.4.2
453,Dual,7.0,67.1,Android 4.4.2
454,Yes,10.1,64.4,Android 4.4.2
455,No,10.1,64.4,Android 4.4.2
456,Dual,7.0,65.3,Android 4.3
457,Single,5.0,66.3,Android 4.4.2
458,Single,5.0,66.3,Android 4.4.2
459,Yes,5.0,66.0,Android 4.1
460,Dual,4.7,62.6,Android 4.3
461,Dual,6.0,70.5,Android 4.3
462,Dual,6.0,70.5,Android 4.3
463,Dual,5.0,63.9,Android 4.3
464,Dual,5.0,63.9,Android 4.3
465,Dual,4.0,59.6,Android 4.3
466,Yes,4.5,63.4,Android 4.4.2
467,Dual,4.0,59.6,Android 4.3
468,Dual,4.3,60.1,Android 4.3
469,Single,5.0,66.0,Android 4.2.2
470,No,10.1,66.2,Android 4.2
471,No,8.0,68.6,Android 4.2.2
472,Single,7.0,60.2,Android 4.2
473,other,,,Other
474,Single,6.0,67.8,Android 4.2
475,No,10.1,62.2,Android 4.2
476,No,7.0,59.9,Android 4.2
477,No,7.0,59.9,Android 4.2
478,Single,7.0,60.2,Android 4.1
479,Single,5.0,66.0,Android 4.1.2
480,No,10.1,62.2,Android 4.1
481,No,7.0,59.0,Android 4.1
482,Single,7.0,59.6,Android 4.1
483,No,10.1,62.7,Windows
484,Single,4.7,64.1,Android 4.0
485,No,7.0,59.6,Android 4.1.2
486,Single,10.1,62.2,Android 4.0
487,Single,10.1,62.2,Android 4.0
488,No,10.1,62.2,Android 4.0
489,No,10.1,62.2,Android 4.0
490,No,7.0,61.0,Android 4.0.1
491,No,10.1,62.2,Android 4.0
492,No,10.1,62.2,Android 3.2
493,Single,4.3,60.9,Android 4.0
494,Single,3.5,51.4,Windows
495,No,10.1,63.8,Android 3.0
496,Single,2.8,39.3,Windows
497,Single,2.8,39.3,Windows
498,Single,2.6,38.4,Windows
499,Single,2.6,31.5,Windows
500,Single,3.5,44.8,Windows
501,Single,2.6,31.9,Windows
502,Single,2.6,31.9,Windows
503,Single,2.0,29.3,
504,Single,2.4,32.6,
505,Single,,,
506,Single,2.4,23.5,Windows
507,Single,2.6,32.8,Windows
508,Single,2.2,30.3,
509,Single,2.8,37.8,Windows
510,Dual,5.2,67.7,Android 7.0
511,Single,4.5,63.5,Android 4.4.2
512,Single,5.0,66.2,Android 4.4.2
513,Single,4.5,63.4,Android 4.2.2
514,Single,4.5,63.2,Android 4.1.2
515,Single,2.0,24.9,Windows
516,Dual,5.5,71.4,Android 7.0
517,Single,4.5,55.9,Android 7.1
518,Single,5.5,71.9,Android 6.0
519,Single,5.2,69.9,Android 6.0
520,Single,5.4,71.9,Android 5.1.1
521,Single,5.0,65.7,BlackBerry
522,Single,3.5,41.7,BlackBerry
523,Single,3.1,38.8,BlackBerry
524,Single,4.5,56.5,BlackBerry
525,Single,3.5,40.8,BlackBerry
526,Single,5.0,67.6,BlackBerry
527,Single,4.2,58.4,BlackBerry
528,Single,5.0,68.0,BlackBerry
529,Single,2.8,32.3,BlackBerry
530,Single,3.1,39.1,BlackBerry
531,Single,4.2,58.9,BlackBerry
532,Single,3.1,38.8,BlackBerry
533,No,7.0,54.7,BlackBerry
534,Single,2.44,28.2,BlackBerry
535,Single,2.44,28.2,BlackBerry
536,Single,3.2,48.5,BlackBerry
537,Single,2.45,28.2,BlackBerry
538,Single,2.8,31.5,BlackBerry
539,Single,2.44,28.2,BlackBerry
540,Single,2.44,28.2,BlackBerry
541,Single,2.44,28.2,BlackBerry
542,Single,3.2,46.1,BlackBerry
543,Single,3.7,52.4,BlackBerry
544,Single,3.7,52.4,BlackBerry
545,Single,2.8,32.0,BlackBerry
546,Single,2.8,32.0,BlackBerry
547,No,7.0,54.7,BlackBerry
548,Single,2.44,28.2,BlackBerry
549,Single,,,BlackBerry
550,Single,2.46,28.7,BlackBerry
551,Single,2.46,28.7,BlackBerry
552,Single,3.2,46.1,BlackBerry
553,Single,2.25,30.1,BlackBerry
554,Single,2.25,30.1,BlackBerry
555,Single,2.44,26.6,BlackBerry
556,Single,2.44,28.2,BlackBerry
557,Single,3.25,46.7,BlackBerry
558,Single,3.25,46.7,BlackBerry
559,Single,2.46,28.7,BlackBerry
560,Single,2.46,28.7,BlackBerry
561,Single,2.4,25.7,BlackBerry
562,Single,2.4,27.3,BlackBerry
563,Single,2.4,27.3,BlackBerry
564,Single,3.25,46.7,BlackBerry
565,Single,3.25,46.7,BlackBerry
566,Single,2.6,41.5,BlackBerry
567,Single,2.6,41.4,BlackBerry
568,Single,2.6,26.8,BlackBerry
569,Single,2.2,29.1,BlackBerry
570,Single,2.2,29.1,BlackBerry
571,Single,2.5,30.1,BlackBerry
572,Single,2.5,30.1,BlackBerry
573,Single,2.5,30.1,BlackBerry
574,Single,2.5,25.7,BlackBerry
575,Single,2.5,25.7,BlackBerry
576,Single,2.5,25.7,BlackBerry
577,Single,2.2,29.1,BlackBerry
578,Single,2.6,24.1,BlackBerry
579,Dual,5.0,69.7,Android 6.0
580,Dual,5.0,66.8,Android 5.1
581,Dual,5.5,73.6,Android 5.1
582,Dual,6.0,73.6,Android 5.1
583,Dual,6.0,70.3,Android 5.0
584,Dual,5.0,66.7,Android 4.4.2
585,Dual,5.0,65.8,Android 4.4.2
586,Dual,5.0,66.5,Android 4.4.2
587,Single,4.8,67.4,Android 4.4.2
588,Dual,6.0,74.6,Android 4.4.2
589,Single,5.0,65.7,Android 4.4.2
590,Single,7.0,71.4,Android 4.4.2
591,Dual,4.0,55.7,Android 4.4.2
592,Dual,5.0,68.1,Windows
593,Dual,5.0,63.8,Android 4.4.2
594,Dual,5.0,65.1,Android 4.4.2
595,Single,5.0,67.7,Android 4.2.2
596,Dual,5.0,68.1,Android 4.2.2
597,Single,5.5,73.8,Android 4.2.2
598,Dual,6.0,71.2,Android 4.2
599,Dual,4.5,65.1,Android 4.2
600,Dual,3.5,50.3,Android 4.2
601,Dual,5.0,67.0,Android 4.2
602,Dual,5.0,63.8,Android 4.2
603,Dual,5.5,68.9,Android 4.2
604,Single,4.5,66.7,Android 4.2
605,Single,4.8,66.2,Android 4.2
606,Yes,8.0,70.0,Android 4.2
607,Dual,4.7,65.6,Android 4.2
608,Dual,5.0,67.1,Android 4.2.1
609,Dual,5.0,64.7,Android 4.2
610,Dual,4.7,65.0,Android 4.2
611,Single,5.0,69.9,Android 4.2
612,Dual,5.0,64.6,Android 4.2
613,Dual,4.0,56.1,Android 4.2
614,Single,5.0,65.0,Android 4.2
615,Dual,5.5,66.8,Android 4.2
616,Dual,2.0,19.5,
617,Dual,2.0,19.5,
618,Dual,2.8,34.1,
619,Dual,1.8,20.3,
620,Dual,5.0,66.8,Android 4.2
621,Dual,4.0,57.4,Android 4.2
622,Dual,3.5,50.5,Android 2.3
623,Dual,4.5,64.5,Android 4.2
624,Dual,4.0,54.3,Android 4.0
625,Dual,5.3,64.9,Android 4.1.2
626,Dual,5.0,66.9,Android 4.1.2
627,Dual,5.0,66.8,Android 4.1
628,Dual,3.5,46.7,Android 2.3
629,Dual,2.8,34.8,
630,Dual,2.4,29.4,
631,Dual,2.0,21.4,
632,Dual,5.7,67.4,Android 4.2
633,Dual,5.0,65.6,Android 4.2
634,Dual,4.7,65.0,Android 4.2
635,Dual,5.3,67.0,Android 4.1
636,Dual,4.5,60.5,Android 4.1
637,Single,5.7,67.0,Android 4.0
638,Single,4.5,62.2,Android 4.0
639,Single,4.5,62.6,Android 4.0
640,Dual,3.5,53.3,
641,Dual,4.0,58.3,Android 4.2
642,Dual,3.2,54.4,Android 2.3
643,Dual,4.65,63.1,Android 4.0
644,No,9.7,66.2,Android 4.0
645,Single,7.0,59.0,Android 4.0
646,No,7.0,59.9,Android 4.0
647,Dual,3.5,51.2,Android 4.2
648,Dual,3.8,57.1,Android 2.3
649,Dual,2.8,42.1,Android 2.3
650,Dual,2.8,41.0,
651,Dual,2.4,30.6,
652,Dual,4.3,62.3,Android 4.0
653,Dual,1.8,18.6,
654,Dual,1.8,20.6,
655,Dual,5.3,65.8,Android 2.3
656,Single,7.0,59.0,Android 2.2
657,Single,3.0,46.0,
658,Single,2.8,46.8,
659,Single,2.6,30.1,
660,Single,2.31,27.9,
661,Single,2.0,22.7,
662,Single,2.2,27.2,
663,Single,2.4,37.3,
664,Single,2.6,38.8,
665,Single,2.0,23.1,
666,Single,2.0,22.0,
667,Single,1.77,17.8,
668,Single,1.77,27.9,
669,Single,3.2,47.4,Android 2.2
670,Single,1.8,,
671,Dual,1.8,,
672,Dual,1.8,,
673,Single,2.8,44.7,Android 2.2
674,Dual,2.44,27.3,
675,Dual,2.4,,
676,Single,2.0,24.7,
677,Dual,2.0,21.5,
678,Dual,1.8,,
679,Dual,2.0,19.2,
680,Dual,1.77,21.8,
681,Dual,5.2,70.0,Android 7.1.1
682,Dual,5.2,70.0,Android 7.1.1
683,Dual,5.0,66.5,Android 6.0.1
684,Dual,5.0,66.5,Android 6.0.1
685,Dual,5.0,66.7,Android 6.0.1
686,Dual,5.0,67.9,Android 6.0.1
687,Dual,5.0,66.7,Android 5.1.1
688,Dual,5.0,67.7,Android 5.1
689,Dual,5.0,69.4,Android 5.1.1
690,Dual,5.5,72.8,Android 5.1.1
691,Dual,4.5,66.7,Android 5.1.1
692,No,10.1,70.3,Android 5.1
693,Single,4.0,51.5,Android 4.0
694,Single,3.6,43.7,Android 2.3
695,Single,2.2,27.0,
696,Single,4.7,56.1,Android 6.0
697,Single,4.5,54.1,Android 5.1
698,Single,4.7,56.7,Android 5.1
699,Dual,2.0,19.8,
700,Dual,4.0,52.4,Android 4.4.2
701,Single,4.7,54.7,Android 4.4
702,Dual,4.0,52.4,Android 4.1
703,Single,2.2,21.8,
704,Dual,2.0,17.4,
705,Dual,4.0,59.3,Android 4.4
706,Dual,4.0,58.3,Android 4.2.2
707,Dual,4.0,57.6,Android 4.2.2
708,Dual,5.0,65.9,Android 4.4.2
709,Dual,5.0,67.1,Android 4.4.2
710,Dual,4.0,57.8,Android 4.2.2
711,Dual,4.5,60.1,Android 4.4.2
712,Dual,3.5,48.7,Android 4.4.2
713,Dual,4.5,68.6,Android 4.2.2
