brand,network_technology,GPRS,EDGE,dimentions,weight_g,SIM,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,GPS,NFC,radio,battery,approx_price_EUR
i-mate,GSM,Class 10,Class 10,107.5 x 46.2 x 17.5 mm (4.23 x 1.82 x 0.69 in),106,Mini-SIM,2.2 inches| 33 x 45 mm (~30.2% screen-to-body ratio),Microsoft Windows Mobile 5.0 Smartphone,200 MHz ARM926EJ-S,TI OMAP 730,,MiniSD,64 MB ROM,64 MB RAM,1.3 MP,No,Yes,No,No,,No,Removable Li-Ion 1050 mAh battery,150
i-mate,GSM,Class 10,No,109 x 48 x 19 mm (4.29 x 1.89 x 0.75 in),100,Mini-SIM,2.2 inches| 33 x 45 mm (~28.6% screen-to-body ratio),Microsoft Windows Mobile 5.0 Smartphone,200 MHz ARM926EJ-S,TI OMAP 850,,miniSD,64 MB ROM,64 MB RAM,1.3 MP,No,Yes,No,No,,No,Removable Li-Po 1150 mAh battery,130
i-mate,GSM,Class 10,No,108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in),160,Mini-SIM,2.8 inches| 42 x 57 mm (~38.8% screen-to-body ratio),Microsoft Windows Mobile 2003 SE PocketPC,Intel Bulverde 416 MHz,,,SDIO/MMC,64 MB ROM,128 MB RAM,1.3 MP,No,Yes,No,No,,No,Removable Li-Po 1200 mAh battery,270
i-mate,GSM,Class 10,No,108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in),150,Mini-SIM,2.8 inches| 42 x 57 mm (~38.8% screen-to-body ratio),Microsoft Windows Mobile 2003 SE PocketPC,Intel PXA272 416 MHz,,,SDIO/MMC  up to 2 GB,,64 MB RAM,1.3 MP,No,Yes,No,No,,No,Removable Li-Ion 1200 mAh battery,260
Icemobile,GSM,Class 10,No,108.6 x 60 x 12.5 mm (4.28 x 2.36 x 0.49 in),106,Dual SIM (Mini-SIM),2.4 inches (~22.8% screen-to-body ratio),Android 2.2 (Froyo),416 MHz,Mediatek MT6516,,microSD  up to 16 GB (dedicated slot),,,2 MP,VGA,Yes,Yes,No,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,70
iNQ,GSM / HSPA,Yes,Yes,114 x 62 x 13 mm (4.49 x 2.44 x 0.51 in),122,Mini-SIM,3.5 inches (~51.6% screen-to-body ratio),Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  4 GB included,512 MB,,5 MP| autofocus,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Ion 1300 mAh battery,380
iNQ,GSM / HSPA,Class 10,Class 10,114.5 x 61 x 12.8 mm (4.51 x 2.40 x 0.50 in),122,Mini-SIM,| -,,,,,microSD  up to 4 GB (dedicated slot),100 MB,,3.15 MP| autofocus,No,Yes,No,Yes,,No,Removable Li-Ion 1150 mAh battery,110
Intex,GSM / HSPA,Yes,Yes,44 x 44 x 14 mm (1.73 x 1.73 x 0.55 in),83,Micro-SIM,1.56 inches (~40.5% screen-to-body ratio),Android OS compatible,Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP,No,Yes,No,Yes,,No,Non-removable Li-Ion 600 mAh battery,160
Jolla,GSM / HSPA / LTE,Yes,Yes,142 x 72 x 9.6 mm (5.59 x 2.83 x 0.38 in),150,Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~67.4% screen-to-body ratio),Sailfish 2.0,Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8909v2 Snapdragon 212,Adreno 304,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS GLONASS,,No,Removable Li-Ion 2500 mAh battery (7.98 Wh),170
Jolla,No cellular connectivity,No,No,203 x 137 x 8.3 mm (7.99 x 5.39 x 0.33 in),384,No,7.85 inches (~67.0% screen-to-body ratio),Sailfish 2.0,Quad-core 1.8 GHz,Intel Atom Z3735F,,microSD  up to 256 GB (dedicated slot) - non microSDXC compliant,32/64 GB,2 GB RAM,5 MP| autofocus,2 MP,Yes with stereo speakers,Yes,A-GPS GLONASS,,No,Non-removable Li-Ion 4450 mAh battery,170
Jolla,GSM / HSPA / LTE,Yes,Yes,131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in),141,Micro-SIM,4.5 inches (~62.7% screen-to-body ratio),Sailfish 1| upgradable to 2.0,Dual-core 1.4 GHz Krait 300,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| f/2.4| autofocus| LED flash,2 MP| 720p,Yes,Yes,Yes with A-GPS GLONASS,Yes,No,Removable Li-Ion 2100 mAh battery (7.98 Wh),180
Karbonn,GSM / HSPA,Yes,Yes,138 x 70.5 x 6.3 mm (5.43 x 2.78 x 0.25 in),112,Dual SIM,5.0 inches (~70.8% screen-to-body ratio),Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop),Octa-core 1.4 GHz Cortex-A7,,,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,8 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 1900 mAh battery,140
Karbonn,GSM / HSPA,Yes,Yes,132 x 67 x 9.2 mm (5.20 x 2.64 x 0.36 in),138,Dual SIM,4.5 inches (~63.1% screen-to-body ratio),Android 4.4.4 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1700 mAh battery,80
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM,5.0 inches (~77.6% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB,8 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 2000 mAh battery,110
Karbonn,GSM / HSPA,Yes,Yes,124.2 x 64.2 x 10.1 mm (4.89 x 2.53 x 0.40 in),130,Dual SIM (Micro-SIM| dual stand-by),4.0 inches (~57.1% screen-to-body ratio),Android 4.4.2 (KitKat),Dual-core 1.2 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 1400 mAh battery,50
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM,4.0 inches (~51.3% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz,,Adreno 302,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 1500 mAh battery,80
Karbonn,GSM / HSPA,Yes,Yes,154 x 76.8 x 6.9 mm (6.06 x 3.02 x 0.27 in),,Dual SIM,5.5 inches (~70.5% screen-to-body ratio),Android 4.4.2 (KitKat),Hexa-core 1.5 GHz Cortex-A7,Mediatek MT6591,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,To be confirmed,Li-Po 2050 mAh battery,200
Karbonn,GSM / HSPA,Yes,Yes,147.3 x 72.6 x 7.6 mm (5.80 x 2.86 x 0.30 in),,Dual SIM,5.0 inches (~64.4% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,16 MP| autofocus| LED flash,8 MP,Yes,Yes,Yes with A-GPS,,To be confirmed,Removable Li-Ion 2000 mAh battery,220
Karbonn,GSM / HSPA,Yes,Yes,145.7 x 71.2 x 7.9 mm (5.74 x 2.80 x 0.31 in),,Dual SIM,5.0 inches (~66.4% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,To be confirmed,Removable Li-Ion 2000 mAh battery,170
Karbonn,GSM / HSPA,Yes,Yes,143.9 x 70.5 x 9.9 mm (5.67 x 2.78 x 0.39 in),143,Micro-SIM,5.0 inches (~67.9% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589T,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| dual-LED flash,5 MP,Yes,Yes,Yes with A-GPS,Yes,To be confirmed,Non-removable Li-Ion 2300 mAh battery,200
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM,3.9 inches,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP,Yes,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1350 mAh battery,60
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM,4.0 inches,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 1400 mAh battery,60
Karbonn,GSM / HSPA,Yes,Yes,138 x 70.5 x 7.9 mm (5.43 x 2.78 x 0.31 in),104.5,Dual SIM (Mini-SIM),5.0 inches (~70.8% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,Yes,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1800 mAh battery,120
Karbonn,GSM / HSPA,Yes,Yes,143.5 x 72 x 9.3 mm (5.65 x 2.83 x 0.37 in),,Dual SIM,5.0 inches (~66.7% screen-to-body ratio),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz,,,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 2000 mAh battery,180
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM,5.5 inches,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 2600 mAh battery,170
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM,3.9 inches,Android 4.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 1400 mAh battery,70
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM,3.2 inches,Android 2.3 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 1200 mAh battery,50
Karbonn,GSM / HSPA,Yes,Yes,197 x 124 x 12.3 mm (7.76 x 4.88 x 0.48 in),335,Dual SIM,7.0 inches (~57.1% screen-to-body ratio),Android 4.1 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,Yes,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 3000 mAh battery,100
Karbonn,GSM,Yes,Yes,197 x 124 x 12.3 mm (7.76 x 4.88 x 0.48 in),335,Dual SIM,7.0 inches (~57.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6515,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,Yes,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 3000 mAh battery,90
Karbonn,GSM,Yes,Yes,146 x 78.6 x 10.5 mm (5.75 x 3.09 x 0.41 in),150,Dual SIM,5.0 inches (~62.0% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),114 MB,,5 MP| LED flash,Yes,Yes,Yes,No,,FM radio,Li-Ion 2000 mAh battery,80
Karbonn,GSM,Yes,Yes,113 x 66 x 10.4 mm (4.45 x 2.60 x 0.41 in),,Dual SIM,4.5 inches (~74.8% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6517,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),164 MB,,5 MP| LED flash,Yes,Yes,Yes,No,,FM radio,Removable Li-Ion 1400 mAh battery,70
Karbonn,GSM,Yes,Yes,123 x 63 x 10.5 mm (4.84 x 2.48 x 0.41 in),87.5,Dual SIM,4.0 inches (~58.8% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),90 MB,,3.15 MP,No,Yes,Yes,No,,FM radio,Li-Ion 1250 mAh battery,50
Karbonn,GSM,Yes,Yes,124 x 63.6 x 12.4 mm (4.88 x 2.50 x 0.49 in),110,Dual SIM,4.0 inches (~57.7% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),,,,microSD  up to 32 GB (dedicated slot),180 MB,,3.15 MP,Yes,Yes,Yes,No,,FM radio,Li-Ion 1750 mAh battery,50
Karbonn,GSM / HSPA,Yes,Yes,133.6 x 66 x 9.1 mm (5.26 x 2.60 x 0.36 in),126.5,Dual SIM (Mini-SIM),4.3 inches (~57.8% screen-to-body ratio),Android 4.1 (Jelly Bean),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 1800 mAh battery,160
Karbonn,GSM / HSPA,Yes,Yes,148 x 80 x 12 mm (5.83 x 3.15 x 0.47 in),,Dual SIM (Mini-SIM),5.0 inches (~60.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 2150 mAh battery,150
Karbonn,GSM,Yes,Yes,128 x 65.7 x 11.6 mm (5.04 x 2.59 x 0.46 in),114.5,Dual SIM (Mini-SIM),4.0 inches (~54.2% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),104 MB,512 MB RAM,5 MP| LED flash,Yes,Yes,Yes,No,,FM radio,Removable Li-Ion 1450 mAh battery,80
Karbonn,GSM / HSPA,Yes,Yes,124.8 x 66 x 9.5 mm (4.91 x 2.60 x 0.37 in),75,Dual SIM (Mini-SIM),4.0 inches (~57.8% screen-to-body ratio),Android 2.3.6 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),256 MB,512 MB,3.15 MP,Yes,Yes,Yes,No,,FM radio,Li-Ion 1400 mAh battery,70
Karbonn,GSM,Yes,Yes,113 x 61 x 13.5 mm (4.45 x 2.40 x 0.53 in),90,Dual SIM (Mini-SIM),4.0 inches (~69.1% screen-to-body ratio),Android 2.3.6 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,VGA,Yes,Yes,No,,FM radio,Li-Ion 1400 mAh battery,70
Karbonn,GSM,Yes,Yes,124 x 63.6 x 12.4 mm (4.88 x 2.50 x 0.49 in),110,Dual SIM (Mini-SIM),4.0 inches (~57.7% screen-to-body ratio),Android 2.3.6 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),200 MB,,3.15 MP,Yes,Yes,Yes,No,,FM radio,Li-Ion 1750 mAh battery,70
Karbonn,GSM / HSPA,Yes,Yes,144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in),200,Dual SIM (Mini-SIM),5.0 inches (~66.5% screen-to-body ratio),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,Qualcomm MSM8225Q Snapdragon S4 Play,Adreno 203,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2000 mAh battery,160
Karbonn,GSM / HSPA,Yes,Yes,134.6 x 66 x 9.3 mm (5.30 x 2.60 x 0.37 in),,Dual SIM (Mini-SIM),4.5 inches (~62.8% screen-to-body ratio),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 1600 mAh battery,150
Karbonn,No cellular connectivity,No,No,-,,No,9.0 inches,Android 4.0.4 (Ice Cream Sandwich),1.2 GHz,,,microSD  up to 32 GB (dedicated slot),2 GB,512 MB RAM,1.3 MP,No,Yes,Yes,No,,No,Non-removable Li-Ion 4000 mAh battery,90
Karbonn,No cellular connectivity,No,No,-,,No,8.0 inches,Android 4.1.1 (Jelly Bean),Dual-core 1.5 GHz Cortex-A9,,,microSD  up to 32 GB (dedicated slot),1.5 GB,1 GB RAM,3.15 MP,Yes,Yes,Yes,No,,No,Non-removable Li-Ion 4500 mAh battery,100
Karbonn,No cellular connectivity,No,No,-,,No,9.7 inches,Android 4.1.1 (Jelly Bean),Dual-core 1.5 GHz Cortex-A9,,Mali-400,microSD  up to 32 GB (dedicated slot),1.5 GB,1 GB RAM,2 MP,Yes,Yes,Yes,No,,No,Non-removable Li-Ion 6000 mAh battery,140
Karbonn,No cellular connectivity,No,No,-,,No,7.0 inches,Android 4.1 (Jelly Bean),1.2 GHz,,,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,2 MP,No,Yes,Yes,No,,No,Non-removable Li-Ion 3700 mAh battery,70
Karbonn,No cellular connectivity,No,No,-,,No,8.0 inches,Android 4.0 (Ice Cream Sandwich)| upgradeable to 4.1 (Jelly Bean),1.2 GHz,Vivante GC860,Mali-400,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,2 MP,No,Yes,Yes,No,,No,Non-removable Li-Ion 3700 mAh battery,80
Karbonn,No cellular connectivity,Yes,Yes,-,,Dual SIM (Mini-SIM),2.8 inches,,,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP| LED flash,No,Yes,Yes,No,,FM radio| recording,Removable Li-Ion 1000 mAh battery,40
Karbonn,GSM,Yes,Yes,-,,Dual SIM (Mini-SIM),3.5 inches,,,,,microSD  up to 8 GB (dedicated slot),,,2 MP,No,Yes,Yes,No,,FM radio| recording,Removable Li-Ion 1200 mAh battery,40
Karbonn,GSM,Yes,Yes,115 x 50 x 15.5 mm (4.53 x 1.97 x 0.61 in),112,Dual SIM (Mini-SIM),2.4 inches (~31.0% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,,FM radio| recording,Removable Li-Ion 1800 mAh battery,30
Karbonn,GSM / HSPA,Yes,Yes,120 x 60.5 x 11.3 mm (4.72 x 2.38 x 0.44 in),,Dual SIM (Mini-SIM),3.8 inches (~56.6% screen-to-body ratio),Android 2.3.6 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1600 mAh battery,110
Karbonn,GSM,Yes,No,100 x 55 x 13 mm (3.94 x 2.17 x 0.51 in),85,Dual SIM (Mini-SIM),2.8 inches (~44.1% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,Yes,No,Yes,Yes,No,,FM radio,Removable Li-Ion 1000 mAh battery,30
Karbonn,GSM,Yes,No,115 x 52 x 15.2 mm (4.53 x 2.05 x 0.60 in),,Dual SIM (Mini-SIM),2.4 inches (~29.8% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,No,No,,FM radio| recording,Li-Ion 1800 mAh battery,20
Karbonn,GSM,Yes,No,113 x 49 x 15.2 mm (4.45 x 1.93 x 0.60 in),85,Dual SIM (Mini-SIM),| -,,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,No,No,,FM radio,Removable Li-Ion 1500 mAh battery,20
Karbonn,GSM,Yes,No,118.8 x 52.5 x 14.9 mm (4.68 x 2.07 x 0.59 in),95,Dual SIM (Mini-SIM),2.6 inches (~33.6% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes with stereo speakers,No,No,,FM radio; Wireless FM,Li-Ion 2200 mAh battery,30
Karbonn,GSM,Yes,No,118.9 x 49.8 x 15.7 mm (4.68 x 1.96 x 0.62 in),100,Dual SIM (Mini-SIM),2.4 inches (~30.1% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,,FM radio| recording,Li-Ion 1800 mAh battery,20
Karbonn,GSM,Yes,No,116.5 x 51.9 x 14.6 mm (4.59 x 2.04 x 0.57 in),,Dual SIM (Mini-SIM),2.4 inches (~29.5% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,,FM radio| recording,Li-Ion 1800 mAh battery,20
Karbonn,GSM,Yes,No,108.9 x 45.6 x 14.5 mm (4.29 x 1.80 x 0.57 in),80,Dual SIM (Mini-SIM),| -,,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,No,No,,FM radio,Li-Ion 1000 mAh battery,20
Karbonn,GSM,Yes,No,111.2 x 46.8 x 13.9 mm (4.38 x 1.84 x 0.55 in),80,Dual SIM (Mini-SIM),2.2 inches (~28.8% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),,,1.3 MP,No,Yes,No,No,,FM radio| recording,Removable Li-Ion 1000 mAh battery,40
Karbonn,GSM,Yes,No,109 x 44 x 14.4 mm (4.29 x 1.73 x 0.57 in),78,Dual SIM (Mini-SIM),1.77 inches (~20.6% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,No,No,,FM radio,Removable Li-Ion 1000 mAh battery,30
Karbonn,GSM,Yes,Yes,114.5 x 60.6 x 13.8 mm (4.51 x 2.39 x 0.54 in),130,Dual SIM (Mini-SIM),3.5 inches (~52.6% screen-to-body ratio),Android 2.3.6 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),,256 MB RAM,3 MP,VGA,Yes,Yes,No,,FM radio,Removable Li-Ion 1500 mAh battery,50
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM (Mini-SIM),4.5 inches,Android 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1800 mAh battery,130
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM (Mini-SIM),4.0 inches,Android 4.0.4 (Ice Cream Sandwich),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Yes with A-GPS,,No,Li-Ion 1500 mAh battery,100
Karbonn,GSM,No,No,111 x 47 x 16.5 mm (4.37 x 1.85 x 0.65 in),92,Dual SIM (Mini-SIM),1.8 inches (~19.5% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,No,No,,FM radio| recording,Li-Ion 1800 mAh battery,20
Karbonn,GSM,No,No,104 x 44.7 x 15.3 mm (4.09 x 1.76 x 0.60 in),69,Dual SIM (Mini-SIM),1.8 inches (~21.9% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,No,No,,FM radio| recording,Li-Ion 800 mAh battery,10
Karbonn,GSM,Yes,No,119.5 x 54 x 13.5 mm (4.70 x 2.13 x 0.53 in),,Dual SIM (Mini-SIM),2.6 inches (~32.4% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,1.3 MP,No,Yes,No,No,,FM radio| recording,Li-Ion 2100 mAh battery,30
Karbonn,GSM / HSPA,Yes,Yes,120 x 60.5 x 11.3 mm (4.72 x 2.38 x 0.44 in),,Dual SIM (Mini-SIM),4.0 inches (~62.7% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1420 mAh battery,120
Karbonn,GSM,No,No,-,61,Dual SIM (Mini-SIM),2.4 inches,,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,No,No,,FM radio,Removable Li-Ion 1000 mAh battery,30
Karbonn,GSM / HSPA,Yes,Yes,-,,Dual SIM (Mini-SIM),4.0 inches,Android 4.0.4 (Ice Cream Sandwich),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB (2.5 GB user available),512 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1420 mAh battery,80
Karbonn,GSM / HSPA,Yes,Yes,166 x 91 x 10.7 mm (6.54 x 3.58 x 0.42 in),280,Dual SIM (Mini-SIM),5.9 inches (~65.6% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Yes with A-GPS,,FM radio,Li-Ion 2500 mAh battery,160
Kyocera,GSM / HSPA / LTE,Yes,Yes,136.9 x 70.6 x 14 mm (5.39 x 2.78 x 0.55 in),200,Nano-SIM,4.5 inches (~57.8% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.4 GHz Cortex-A7,Qualcomm MSM8928 Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes with A-GPS,Yes,No,Non-removable Li-Ion 3100 mAh battery,320
Kyocera,GSM / HSPA / EVDO / LTE,Yes,Yes,136.4 x 68.3 x 13.2 mm (5.37 x 2.69 x 0.52 in),187.1,Nano-SIM,4.5 inches (~59.9% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.4 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes dual speakers,Yes,Yes with A-GPS,Yes,No,Non-removable Li-Ion 3100 mAh battery,300
Kyocera,CDMA / EVDO / LTE,No,No,128.5 x 68.4 x 12.9 mm (5.06 x 2.69 x 0.51 in),168.5,Non-removable,4.0 inches (~51.8% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.2 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),4 GB (1 GB user available),1 GB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Yes with A-GPS,Yes,No,Removable Li-Ion 2500 mAh battery,270
