brand,network_technology,GPRS,EDGE,dimentions,weight_g,SIM,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,GPS,NFC,radio,battery,approx_price_EUR
Huawei,GSM / HSPA,Yes,Yes,127.4 x 64.8 x 6.7 mm (5.02 x 2.55 x 0.26 in),130,Mini-SIM,4.3 inches (~61.7% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.5 GHz Cortex-A9,TI OMAP 4460,PowerVR SGX540,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| dual-LED flash,1.3 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 1800 mAh battery,260
Huawei,CDMA / EVDO,No,No,122 x 61 x 13 mm (4.80 x 2.40 x 0.51 in),139,Mini-SIM,4.0 inches (~59.2% screen-to-body ratio),Android 2.3.3 (Gingerbread),1.4 GHz Scorpion,Qualcomm MSM8655T Snapdragon S2,Adreno,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Po 1900 mAh battery,110
Huawei,GSM,Yes,Yes,116.5 x 60 x 11.5 mm (4.59 x 2.36 x 0.45 in),110,Mini-SIM,3.5 inches (~52.2% screen-to-body ratio),,312 MHz,Mediatek MT6236,,microSD  up to 16 GB (dedicated slot),40 MB,,3.15 MP,No,Yes,Yes,No,,FM radio| recording,Removable Li-Ion 1300 mAh battery,90
Huawei,GSM,Class 12,No,93 x 51 x 14.2 mm (3.66 x 2.01 x 0.56 in),75,Mini-SIM,2.4 inches (~37.6% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,,FM radio,Removable Li-Ion 800 mAh battery,70
Huawei,GSM / HSPA,Yes,Yes,190 x 124 x 10.5 mm (7.48 x 4.88 x 0.41 in),390,Mini-SIM,7.0 inches (~60.3% screen-to-body ratio),Android 3.2 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz Scorpion,Qualcomm MSM8260 Snapdragon S3,Adreno 220,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| ,1.3 MP| 720p@30fps,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Po 4100 mAh battery,150
Huawei,No cellular connectivity,No,No,190 x 124 x 10.5 mm (7.48 x 4.88 x 0.41 in),390,No,7.0 inches (~60.3% screen-to-body ratio),Android 3.2 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz Scorpion,Qualcomm MSM8260 Snapdragon S3,Adreno 220,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,1.3 MP| 720p@30fps,Yes,Yes,Yes,,No,Non-removable Li-Po 4100 mAh battery,160
Huawei,GSM,Yes,,114.5 x 50.5 x 16 mm (4.51 x 1.99 x 0.63 in),106,Mini-SIM,2.0 inches (~21.4% screen-to-body ratio),,,,,microSD (dedicated slot),,,2 MP,No,Yes,,Yes,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,110
Huawei,GSM / HSPA,Yes,Yes,112 x 57 x 12.7 mm (4.41 x 2.24 x 0.5 in),109,Dual SIM (Mini-SIM| dual stand-by),3.2 inches (~47.8% screen-to-body ratio),Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227-1 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,512 MB,256 MB RAM,3.15 MP,VGA,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Ion 1500 mAh battery,110
Huawei,GSM,Class 10,Class 10,110 x 56.5 x 11.2 mm (4.33 x 2.22 x 0.44 in),,Mini-SIM,3.2 inches (~49.1% screen-to-body ratio),Android-based OPhone 2.5,800 MHz,Marvell 88sv331,,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,3.15 MP,VGA,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Ion 1200 mAh battery,110
Huawei,GSM / HSPA,Class 10,Yes,115 x 62.8 x 9.9 mm (4.53 x 2.47 x 0.39 in),105,Mini-SIM,2.6 inches (~29.0% screen-to-body ratio),Android 2.2 (Froyo),528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.2 MP,No,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1200 mAh battery,90
Huawei,GSM / HSPA,Yes,Yes,120 x 65 x 11.6 mm (4.72 x 2.56 x 0.46 in),130,Mini-SIM,3.8 inches (~52.7% screen-to-body ratio),Android 2.2 (Froyo),800 MHz Scorpion,Qualcomm MSM7230,Adreno 205,microSD  up to 32 GB (dedicated slot),,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1500 mAh battery,80
Huawei,CDMA / CDMA2000,No,No,109.2 x 61 x 12.7 mm (4.30 x 2.40 x 0.5 in),99,Mini-SIM,2.0 inches (~18.6% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 900 mAh battery,70
Huawei,GSM / HSPA,Class 10,Class 10,122 x 61 x 11 mm (4.80 x 2.40 x 0.43 in),140,Mini-SIM,4.0 inches (~59.2% screen-to-body ratio),Android 2.3 (Gingerbread)| upgradable to 4.0 (Ice Cream Sandwich),1.4 GHz Scorpion,Qualcomm MSM8255T Snapdragon S2,Adreno 205,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash| ,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1930 mAh battery,130
Huawei,GSM / HSPA,Yes,Yes,118 x 59.9 x 9.9 mm (4.65 x 2.36 x 0.39 in),121,Mini-SIM,3.7 inches (~55.1% screen-to-body ratio),Android 2.3.4 (Gingerbread),1.0 GHz Scorpion,Qualcomm MSM8255-1 Snapdragon S2,Adreno 205,microSD  up to 32 GB (dedicated slot),2 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Non-removable Li-Ion 1400 mAh battery,80
Huawei,CDMA / EVDO,No,No,117 x 61 x 13 mm (4.61 x 2.40 x 0.51 in),120,Mini-SIM,3.5 inches (~51.1% screen-to-body ratio),Android 2.3 (Gingerbread),600 MHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,5 MP,No,Yes,Yes,Yes with A-GPS,,,Removable Li-Ion 1400 mAh battery,100
Huawei,GSM / HSPA,Class 10,Class 10,120 x 62 x 11.6 mm (4.72 x 2.44 x 0.46 in),130,Mini-SIM,3.8 inches (~55.2% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Scorpion,Qualcomm MSM8255 Snapdragon S2,Adreno 205,microSD  up to 32 GB (dedicated slot),2/4 GB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Po 1500 mAh battery,70
Huawei,GSM,Yes,Yes,106 x 56 x 11.3 mm (4.17 x 2.20 x 0.44 in),89,Dual SIM (Mini-SIM| dual stand-by),2.8 inches (~40.9% screen-to-body ratio),,MT 6253 chipset,,,microSD  up to 8 GB (dedicated slot),1 MB,,1.3 MP,No,Yes,Yes,No,,FM radio,Removable Li-Ion 1050 mAh battery,70
Huawei,GSM / HSPA,Yes,Yes,115 x 49.5 x 13.2 mm (4.53 x 1.95 x 0.52 in),90,Dual SIM (Mini-SIM| dual stand-by),2.4 inches (~31.3% screen-to-body ratio),,650 MHz,,,microSD  up to 32 GB (dedicated slot),40 MB,1 GB ROM| 512 MB RAM,3.15 MP,VGA,Yes,Yes,No,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,80
Huawei,GSM,Yes,Yes,107 x 45 x 11.5 mm (4.21 x 1.77 x 0.45 in),85,Mini-SIM,2.0 inches (~26.1% screen-to-body ratio),,MT 6253 chipset,,,microSD  up to 16 GB (dedicated slot),128 MB ROM,64 MB RAM,1.3 MP,No,Yes,Yes,No,,FM radio,Removable Li-Ion 800 mAh battery,80
Huawei,GSM,Class 12,No,108 x 59 x 12 mm (4.25 x 2.32 x 0.47 in),,Dual SIM (Mini-SIM),2.4 inches (~28.0% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,,FM radio,Removable Li-Ion 800 mAh battery,70
Huawei,GSM / HSPA,Yes,Yes,116.3 x 60.5 x 11.9 mm (4.58 x 2.38 x 0.47 in),120,Mini-SIM,3.5 inches (~51.8% screen-to-body ratio),Android 2.3.3 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,Yes (Huawei U8650NFC-1),,Removable Li-Ion 1400 mAh battery,70
Huawei,GSM / HSPA,Yes,Yes,104 x 56 x 13 mm (4.09 x 2.20 x 0.51 in),100,Mini-SIM,2.8 inches (~41.7% screen-to-body ratio),Android 2.2 (Froyo),528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,FM radio| RDS,Removable Li-Ion 1200 mAh battery,70
Huawei,GSM,Yes,No,112 x 60 x 12 mm (4.41 x 2.36 x 0.47 in),93,Dual SIM (Mini-SIM| dual stand-by),2.4 inches (~26.5% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,3.15 MP,No,Yes,Yes,No,,FM radio,Removable Li-Ion 1000 mAh battery,60
Huawei,GSM,Class 10,No,105 x 55 x 10.9 mm (4.13 x 2.17 x 0.43 in),100,Mini-SIM,2.8 inches (~42.0% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,,FM radio,Removable Li-Ion 1100 mAh battery,70
Huawei,GSM / HSPA,Class 10,Class 10,104.5 x 51.2 x 11.8 mm (4.11 x 2.02 x 0.46 in),112,Mini-SIM,2.4 inches (~33.3% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),10 MB,,2 MP,VGA videocall camera,Yes,Yes,No,,FM radio,Removable Li-Ion 830 mAh battery,80
Huawei,GSM / HSPA,Yes,Yes,200 x 109.5 x 12.5 mm (7.87 x 4.31 x 0.49 in),440,Mini-SIM,7.0 inches (~63.7% screen-to-body ratio),Android 2.2 (Froyo),1.0 GHz Scorpion,Qualcomm Snapdragon,,microSD  up to 32 GB (dedicated slot),8 GB,512 MB RAM,3.15 MP,VGA,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Removable Li-Ion 3250 mAh battery,160
Huawei,CDMA / EVDO,No,No,200 x 109.5 x 12.5 mm (7.87 x 4.31 x 0.49 in),440,Mini-SIM,7.0 inches (~63.7% screen-to-body ratio),Android 2.2 (Froyo),,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP,Yes,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Removable Li-Ion 3250 mAh battery,210
Huawei,GSM / HSPA,Yes,Yes,122 x 66 x 10 mm (4.80 x 2.60 x 0.39 in),143,Mini-SIM,4.1 inches (~59.4% screen-to-body ratio),Android 2.2 (Froyo),1.0 GHz Scorpion,Qualcomm MSM8255 Snapdragon S2,Adreno 205,microSD  up to 32 GB (dedicated slot),2 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA videocall camera,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion 1400 mAh battery,90
Huawei,GSM / HSPA,Class 10,Class 10,120 x 62 x 11.6 mm (4.72 x 2.44 x 0.46 in),130,Mini-SIM,3.8 inches (~55.2% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),800 MHz Scorpion,Qualcomm MSM7230,Adreno 205,microSD  up to 32 GB (dedicated slot),2/4 GB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Po 1500 mAh battery,100
Huawei,GSM / HSPA,Class 10,Class 10,110 x 56.5 x 11.2 mm (4.33 x 2.22 x 0.44 in),104,Mini-SIM,3.2 inches (~49.1% screen-to-body ratio),Android 2.3 (Gingerbread),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP| autofocus,VGA,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Po 1200 mAh battery,100
Huawei,GSM / HSPA,Class 10,Class 10,104 x 54.8 x 13.5 mm (4.09 x 2.16 x 0.53 in),102.1,Mini-SIM,2.8 inches (~42.6% screen-to-body ratio),Android 2.2 (Froyo),528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion 1200 mAh battery,60
Huawei,GSM / HSPA,Class 10,Class 10,112 x 58 x 12.8 mm (4.41 x 2.28 x 0.50 in),115,Mini-SIM,3.2 inches (~46.9% screen-to-body ratio),Android 2.1 (Eclair)| upgradable to 2.2 (Froyo),528 MHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,FM Radio,Removable Li-Ion 1150 mAh battery,90
Huawei,GSM / HSPA,Yes,Yes,106 x 56 x 13.5 mm (4.17 x 2.20 x 0.53 in),105,Mini-SIM,2.8 inches (~40.9% screen-to-body ratio),,,Qualcomm QSC6270,,microSD  up to 8 GB (dedicated slot),1 GB,512 MB RAM,3.15 MP,No,Yes,No,No,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,70
Huawei,GSM,Yes,No,113 x 59 x 9.9 mm (4.45 x 2.32 x 0.39 in),,Dual SIM (Mini-SIM),2.41 inches (~27.0% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),128 MB,,1.3 MP,No,Yes,Yes,No,,FM radio,Removable Li-Ion 1100 mAh battery,110
Huawei,GSM,Class 10,No,98.4 x 51.3 x 13.6 mm (3.87 x 2.02 x 0.54 in),95,Mini-SIM,,,,,,microSD (dedicated slot),2 MB,,1.3 MP,No,Yes,No,No,,FM radio,Removable Li-Ion battery,50
Huawei,GSM / HSPA,Class 10,Class 10,94 x 64 x 11 mm (3.70 x 2.52 x 0.43 in),104,Mini-SIM,2.6 inches (~34.8% screen-to-body ratio),Android 2.1 (Eclair),,,,microSD  up to 16 GB (dedicated slot),,,3.15 MP| LED flash,No,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 930 mAh battery,70
Huawei,GSM / HSPA,Yes,Yes,209 x 108 x 15.5 mm (8.23 x 4.25 x 0.61 in),500,Mini-SIM,7.0 inches (~61.8% screen-to-body ratio),Android 2.1 (Eclair)| upgradable to 2.2 (Froyo),1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),8 GB,256 MB RAM,2 MP,No,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Ion 2200 mAh battery,70
Huawei,CDMA,No,No,107 x 45.5 x 14.3 mm (4.21 x 1.79 x 0.56 in),80,Mini-SIM,1.47 inches (~14.3% screen-to-body ratio),,,,,No,32/64 MB,,VGA,No,Yes,No,No,,FM radio,Removable Li-Ion 1050 mAh battery,50
Huawei,GSM / HSPA,Class 10,Class 10,106 x 57 x 14 mm (4.17 x 2.24 x 0.55 in),110,Mini-SIM,2.8 inches (~40.2% screen-to-body ratio),Android 2.1 (Eclair),,,,microSD (dedicated slot),,,3.15 MP| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM Radio,Removable Li-Ion 1150 mAh battery,90
Huawei,GSM / HSPA,Class 10,Class 10,107.5 x 57 x 13.8 mm (4.23 x 2.24 x 0.54 in),104,Mini-SIM,2.8 inches (~39.6% screen-to-body ratio),Android 2.1 (Eclair),,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1150 mAh battery,70
Huawei,GSM / HSPA,Class 10,Class 10,117 x 63 x 14 mm (4.61 x 2.48 x 0.55 in),,Mini-SIM,3.5 inches (~49.5% screen-to-body ratio),Android 2.1 (Eclair),528 MHz ARM 11,Qualcomm MSM7200A,Adreno 130,microSD  up to 16 GB (dedicated slot),,256 MB RAM,3.15 MP| autofocus,VGA,Yes,No,Yes with A-GPS,,No,Removable Li-Ion 1500 mAh battery,270
Huawei,GSM / HSPA,Class 10,Class 10,116 x 63 x 14 mm (4.57 x 2.48 x 0.55 in),135,Mini-SIM,3.5 inches (~49.9% screen-to-body ratio),Android 1.5 (Cupcake),,,,microSD  up to 16 GB (dedicated slot),192 MB,,3.15 MP| autofocus,No,Yes,No,Yes with A-GPS,,No,Removable Li-Ion 1500 mAh battery,230
Huawei,GSM / HSPA,Class 10,Class 10,108 x 56 x 13.8 mm (4.25 x 2.20 x 0.54 in),,Mini-SIM,2.8 inches (~40.1% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),100 MB,,2 MP,Yes,Yes,No,No,,Stereo FM radio| RDS,Removable Li-Ion battery,120
Huawei,GSM / HSPA,Yes,Yes,107.2 x 46.6 x 12.4 mm (4.22 x 1.83 x 0.49 in),80.6,Mini-SIM,2.0 inches (~24.8% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),15 MB,,2 MP,Yes,Yes,Yes,No,,Stereo FM radio,Removable Li-Ion 800 mAh battery,60
Huawei,GSM,Class 10,Class 10,112.5 x 60.5 x 11.5 mm (4.43 x 2.38 x 0.45 in),102,Mini-SIM,2.4 inches (~26.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,2 MP,No,Yes,No,No,,Stereo FM radio| recording,Removable Li-Ion 1000 mAh battery,30
i-mate,GSM / HSPA,Class 12,Class 12,111 x 66 x 15.5 mm (4.37 x 2.60 x 0.61 in),150,Mini-SIM,2.46 inches (~25.6% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,624 MHz Marvell PXA310,,,No,2 GB,128 MB RAM| 256 MB ROM,2 MP,Yes,Yes,No,Yes,,No,Removable Li-Po 1200 mAh battery,550
i-mate,GSM / HSPA,Class 12,Class 12,116 x 60 x 17.8 mm (4.57 x 2.36 x 0.70 in),200,Mini-SIM,2.8 inches (~34.9% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,400 MHz ARM 11,Qualcomm MSM7200,Adreno 130,microSD (dedicated slot),256 MB ROM,128 MB RAM,3.15 MP| autofocus| LED flash,VGA videocall camera,Yes,No,Yes,,No,Removable Li-Po 1620 mAh battery,410
i-mate,GSM / HSPA,Class 10,Class 10,116 x 55 x 15 mm (4.57 x 2.17 x 0.59 in),140,Mini-SIM,2.6 inches (~32.8% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,400 MHz ARM 11,Qualcomm MSM7200,Adreno 130,microSD (dedicated slot),256 MB ROM,128 MB RAM,2 MP| LED flash,No,Yes,No,Yes,,No,Removable Li-Ion 1530 mAh battery,200
i-mate,GSM,Class 10,No,113 x 63 x 14 mm (4.45 x 2.48 x 0.55 in),152,Mini-SIM,2.4 inches (~25.1% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,SAMSUNG SC3 2442X 300MHz,,,microSD (dedicated slot),128 MB ROM,64 MB RAM,2 MP| autofocus| LED flash,No,Yes,No,No,,No,Removable Li-Ion 1050 mAh battery,250
i-mate,GSM,Class 10,No,105 x 52.5 x 15.5 mm (4.13 x 2.07 x 0.61 in),110,Mini-SIM,2.4 inches (~32.4% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,SAMSUNG SC3 2442X 300MHz,,,microSD,128 MB ROM,64 MB RAM,2 MP,No,Yes,No,No,,No,Removable Li-Ion 1020 mAh battery,250
i-mate,GSM,Class 10,No,106 x 52.5 x 15.6 mm (4.17 x 2.07 x 0.61 in),110,Mini-SIM,2.4 inches (~32.1% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,Samsung SC3 2442X 300MHz,,,microSD (dedicated slot),128 MB ROM,64 MB RAM,2 MP,No,Yes,No,No,,No,Removable Li-Ion 1000 mAh battery,200
i-mate,GSM / HSPA,Class 10,Class 10,98 x 50 x 19 mm (3.86 x 1.97 x 0.75 in),,Mini-SIM,2.6 inches (~42.7% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,Intel Bulverde 520 MHz,,,microSD,256 MB ROM,128 MB RAM,2 MP,Yes,Yes,No,No,,Stereo FM radio,Removable Li-Ion 1400 mAh battery,410
i-mate,GSM / HSPA,Class 10,Class 10,118.5 x 60.5 x 15.5 mm (4.67 x 2.38 x 0.61 in),152,Mini-SIM,2.6 inches (~29.2% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,Intel XScale PXA270 520 MHz,,,microSD (dedicated slot),256 MB ROM,128 MB RAM,2 MP| autofocus,VGA videocall camera,Yes,No,No,,Stereo FM radio,Removable Li-Ion 1530 mAh battery,260
i-mate,GSM / HSPA,Class 10,Class 10,110 x 74 x 18 mm (4.33 x 2.91 x 0.71 in),180,Mini-SIM,3.8 inches (~54.9% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,Intel Bulverde 520 MHz,,,microSD,256 MB ROM,128 MB RAM,2 MP,VGA videocall camera,Yes,No,No,,Stereo FM radio,Removable Li-Ion 1400 mAh battery,300
i-mate,GSM / HSPA,Class 10,Class 10,118.5 x 60.5 x 15.5 mm (4.67 x 2.38 x 0.61 in),152,Mini-SIM,2.8 inches (~33.9% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,Intel Bulverde 520 MHz,,,microSD (dedicated slot),256 MB ROM,128 MB RAM,2 MP,VGA videocall camera,Yes,No,No,,Stereo FM radio,Removable Li-Ion 1530 mAh battery,260
i-mate,GSM / HSPA,Class 10,Class 10,117 x 60.5 x 19.5 mm (4.61 x 2.38 x 0.77 in),,Mini-SIM,2.8 inches (~34.3% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,Intel Bulverde 520 MHz,,,microSD,256 MB ROM,128 MB RAM,2 MP,Yes,Yes,No,No,,Stereo FM radio,Removable Li-Ion 1400 mAh battery,300
i-mate,GSM,Class 10,Class 10,125 x 71 x 15.5 mm (4.92 x 2.80 x 0.61 in),184,Mini-SIM,2.8 inches (~27.4% screen-to-body ratio),Microsoft Windows Mobile 6.0 Professional,200 MHz ARM926EJ-S,TI OMAP 850,,miniSD,128 MB ROM,64 MB RAM,2 MP| autofocus,No,Yes,No,Yes,,No,Removable Li-Ion 1660 mAh battery,150
i-mate,GSM,Class 10,Class 10,112 x 56 x 17 mm (4.41 x 2.20 x 0.67 in),116,Mini-SIM,2.4 inches (~28.4% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,TI OMAP 850,,microSD (dedicated slot),128 MB ROM,64 MB RAM,2 MP,No,Yes,No,No,,No,Removable Li-Ion 1100 mAh battery,220
i-mate,GSM,Class 10,Class 10,126 x 67.5 x 14.5 mm (4.96 x 2.66 x 0.57 in),160,Mini-SIM,2.5 inches (~22.8% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,TI OMAP 850,,microSD (dedicated slot),128 MB ROM,64 MB RAM,2 MP,No,Yes,No,No,,No,Removable Li-Ion 1200 mAh battery,240
i-mate,GSM,Class 10,No,114.5 x 49 x 12 mm (4.51 x 1.93 x 0.47 in),102,Mini-SIM,2.2 inches| 34 x 45 mm (~26.7% screen-to-body ratio),Microsoft Windows Mobile 5.0 Smartphone,200 MHz ARM926EJ-S,,,miniSD,128 MB ROM,64 MB RAM,2 MP,No,Yes,No,No,,No,Removable Li-Ion 1100 mAh battery,130
i-mate,GSM,Class 10,Class 10,122 x 71 x 22 mm (4.80 x 2.80 x 0.87 in),160,Mini-SIM,2.8 inches (~28.0% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,TI OMAP 850,,miniSD,128 MB ROM,64 MB RAM,,,Yes,No,No,,No,Removable Li-Ion 1440 mAh battery,180
i-mate,GSM / HSPA,Class 10,Class 10,112.5 x 58 x 22 mm (4.43 x 2.28 x 0.87 in),176,Mini-SIM,2.8 inches| 42 x 57 mm (~37.2% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,400 MHz Samsung,,,microSD (dedicated slot),128 MB ROM,64 MB RAM,2 MP| LED flash,QCIF videocall camera,Yes,No,No,,No,Removable Li-Ion 1300 mAh battery,220
i-mate,GSM / UMTS,Class 10,Class 10,112.4 x 49 x 14.8 mm (4.43 x 1.93 x 0.58 in),115,Mini-SIM,2.2 inches| 34 x 45 mm (~27.2% screen-to-body ratio),Microsoft Windows Mobile 5.0 Smartphone,Samsung 2442 300 MHz,,,microSD (dedicated slot),128 MB ROM,64 MB RAM,1.3 MP,CIF videocall camera,Yes,No,No,,No,Removable Li-Ion 1190 mAh battery,110
i-mate,GSM,Class 10,Class 10,98.5 x 51.4 x 15.8 mm (3.88 x 2.02 x 0.62 in),99,Mini-SIM,2.2 inches| 34 x 45 mm (~29.6% screen-to-body ratio),Microsoft Windows Mobile 5.0 Smartphone,200 MHz ARM926EJ-S,TI OMAP 850,,microSD (dedicated slot),64 MB ROM,64 MB RAM,1.3 MP,No,Yes,No,No,,No,Removable Li-Ion 750 mAh battery,110
i-mate,GSM,Class 10,Class 10,108 x 58 x 18.2 mm (4.25 x 2.28 x 0.72 in),150,Mini-SIM,2.8 inches| 42 x 57 mm (~38.8% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,TI OMAP 850,,SD/MMC  up to 2 GB,128 MB ROM,64 MB RAM,2 MP,No,Yes,No,No,,No,Removable Li-Po 1200 mAh battery,220
i-mate,GSM / UMTS,Class 10,No,127.7 x 81 x 25 mm (5.03 x 3.19 x 0.98 in),285,Mini-SIM,3.6 inches| 73 x 55 mm (~38.8% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,Intel Bulverde 520 MHz,,,SDIO/MMC  up to 2 GB,128 MB ROM,64 MB RAM,1.3 MP,VGA videocall camera,Yes with stereo speakers,Yes,No,,No,Removable Li-Ion 1620 mAh battery,260
i-mate,GSM,Class 10,Class 10,108 x 58 x 23.7 mm (4.25 x 2.28 x 0.93 in),160,Mini-SIM,2.8 inches| 42 x 57 mm (~38.8% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,TI OMAP 850,,miniSD  up to 2 GB,128 MB ROM,64 MB RAM,1.3 MP| LED flash,No,Yes,No,No,,No,Removable Li-Po 1250 mAh battery,280
i-mate,GSM,Class 10,Class 10,107.5 x 46.2 x 17.5 mm (4.23 x 1.82 x 0.69 in),106,Mini-SIM,2.2 inches| 33 x 45 mm (~30.2% screen-to-body ratio),Microsoft Windows Mobile 5.0 Smartphone,200 MHz ARM926EJ-S,TI OMAP 850,,MiniSD,64 MB ROM,64 MB RAM,1.3 MP,No,Yes,No,No,,No,Removable Li-Ion 1050 mAh battery,150
